state,year,localid,name,e1,e2,e3,e4,et,e2_impute
NJ,2015,234130,piscataway township school district,NA,11,352,124,487,1
NJ,2015,234660,sayreville school district,NA,1,297,154,452,1
NJ,2015,234830,south amboy school district,0,0,64,21,85,1
NJ,2015,234860,south brunswick school district,NA,8,359,252,619,1
NJ,2015,234910,south plainfield school district,NA,1,264,61,326,1
NJ,2015,234920,south river public school district,NA,3,121,48,172,1
NJ,2015,234970,spotswood public school district,NA,3,89,56,148,1
NJ,2015,235850,woodbridge township school district,NA,3,232,658,893,1
NJ,2015,250100,asbury park school district,NA,20,157,46,223,1
NJ,2015,250130,atlantic highlands school district,NA,NA,NA,26,30,0
NJ,2015,250180,avon boro school district,NA,NA,NA,11,16,0
NJ,2015,250225,bayshore jointure commission,NA,NA,11,NA,14,0
NJ,2015,250270,belmar elementary school district,0,0,38,16,54,1
NJ,2015,250500,bradley beach elementary school district,NA,NA,29,NA,31,0
NJ,2015,250560,brielle boro school district,NA,NA,NA,25,28,0
NJ,2015,250945,colts neck township school district,0,0,38,80,118,1
NJ,2015,251000,deal boro school district,NA,NA,11,NA,12,0
NJ,2015,251260,eatontown public school district,NA,2,47,54,103,1
NJ,2015,251440,fair haven school district,NA,NA,73,NA,81,0
NJ,2015,251490,farmingdale public school district,NA,NA,NA,16,22,0
NJ,2015,251640,freehold borough school district,NA,1,99,12,112,1
NJ,2015,251650,freehold regional high school district,NA,1,639,103,743,1
NJ,2015,251660,freehold township school district,0,0,41,279,320,1
NJ,2015,252105,hazlet township public school district,NA,1,210,46,257,1
NJ,2015,252120,henry hudson regional school district,NA,NA,NA,30,39,0
NJ,2015,252160,highlands borough school district,NA,NA,NA,12,18,0
NJ,2015,252230,holmdel township school district,0,0,41,194,235,1
NJ,2015,252290,howell township public school district,0,0,417,200,617,1
NJ,2015,252400,keansburg school district,0,0,80,102,182,1
NJ,2015,252430,keyport school district,NA,1,80,16,97,1
NJ,2015,252720,little silver boro school district,NA,1,21,50,72,1
NJ,2015,252770,long branch public school district,NA,32,400,NA,442,0
NJ,2015,252920,manalapan-englishtown regional schools school district,0,0,331,32,363,1
NJ,2015,252930,manasquan school district,0,0,31,104,135,1
NJ,2015,253030,marlboro township school district,0,0,137,276,413,1
NJ,2015,253040,matawan-aberdeen regional school district,0,0,201,134,335,1
NJ,2015,253160,middletown township public school district,NA,2,645,107,754,1
NJ,2015,253200,millstone township,NA,1,27,50,78,1
NJ,2015,253250,monmouth beach elementary school district,0,0,0,27,27,0
NJ,2015,253260,monmouth county vocational school district,NA,1,60,152,213,1
NJ,2015,253270,monmouth regional high school district,NA,1,34,55,90,1
NJ,2015,253500,neptune city school district,0,0,17,18,35,1
NJ,2015,253510,neptune township school district,NA,3,226,81,310,1
NJ,2015,253810,township of ocean school district,0,0,111,254,365,1
NJ,2015,253830,oceanport school district,NA,NA,NA,61,63,0
NJ,2015,254360,red bank borough public school district,NA,1,39,40,80,1
NJ,2015,254365,red bank regional school district,0,0,54,48,102,1
NJ,2015,254520,roosevelt public school district,NA,NA,NA,NA,13,0
NJ,2015,254570,rumson borough school district,NA,NA,NA,80,89,0
NJ,2015,254580,rumson-fair haven regional high school school district,NA,NA,74,NA,80,0
NJ,2015,254690,sea girt borough school district,NA,NA,NA,16,23,0
NJ,2015,254760,shore regional high school district,NA,NA,NA,51,54,0
NJ,2015,254770,shrewsbury borough school district,NA,NA,36,NA,42,0
NJ,2015,254980,spring lake borough,0,0,15,17,32,1
