name,e4,e3,e2,e1,eu,et,year,state,localid
21st Century Charter Sch of Gary,31,NA,NA,11,7,49,2014,IN,9545
21st Century Charter Sch of Gary,NA,NA,NA,NA,NA,NA,2015,IN,9545
21st Century Charter Sch of Gary,3,5,NA,NA,7,15,2016,IN,9545
21st Century Charter Sch of Gary,4,17,1,NA,15,37,2017,IN,9545
21st Century Charter Sch of Gary,3,20,NA,NA,21,44,2018,IN,9545
21st Century Charter Sch of Gary,14,15,2,NA,13,44,2019,IN,9545
ACE Preparatory Academy,NA,3,NA,NA,1,4,2017,IN,9970
ACE Preparatory Academy,NA,6,NA,NA,NA,6,2018,IN,9970
ACE Preparatory Academy,6,2,NA,NA,NA,8,2019,IN,9970
Adams Central Community Schools,73,22,0,0,0,95,2013,IN,15
Adams Central Community Schools,91,4,1,NA,NA,96,2014,IN,0015
Adams Central Community Schools,116,10,1,NA,NA,127,2015,IN,0015
Adams Central Community Schools,60,53,NA,NA,1,114,2016,IN,0015
Adams Central Community Schools,72,19,NA,NA,4,95,2017,IN,0015
Adams Central Community Schools,78,11,NA,NA,4,93,2018,IN,0015
Adams Central Community Schools,65,28,NA,NA,3,96,2019,IN,0015
Alexandria Com School Corp,48,49,2,0,7,106,2013,IN,5265
Alexandria Com School Corp,53,39,NA,NA,8,100,2014,IN,5265
Alexandria Community School Corp,56,42,NA,NA,9,107,2015,IN,5265
Alexandria Community School Corp,48,46,1,NA,9,104,2016,IN,5265
Alexandria Community School Corp,53,41,1,NA,5,100,2017,IN,5265
Alexandria Community School Corp,53,37,1,NA,11,102,2018,IN,5265
Alexandria Community School Corp,51,42,2,NA,1,96,2019,IN,5265
Allegiant Preparatory Academy,NA,NA,2,1,2,5,2019,IN,NA
Anderson Community School Corp,6,18,NA,NA,555,579,2015,IN,5275
Anderson Community School Corp,164,336,13,NA,88,601,2016,IN,5275
Anderson Community School Corp,314,158,5,10,74,561,2017,IN,5275
Anderson Community School Corp,360,131,4,NA,66,561,2018,IN,5275
Anderson Community School Corp,401,87,1,1,81,571,2019,IN,5275
Anderson Preparatory Academy,46,28,2,NA,8,84,2014,IN,9790
Anderson Preparatory Academy,37,14,1,NA,9,61,2015,IN,9790
Anderson Preparatory Academy,41,30,NA,NA,2,73,2016,IN,9790
Anderson Preparatory Academy,42,27,NA,NA,4,73,2017,IN,9790
Anderson Preparatory Academy,30,37,3,1,3,74,2018,IN,9790
Anderson Preparatory Academy,31,27,NA,NA,3,61,2019,IN,9790
Andrew Academy,NA,19,NA,NA,1,20,2014,IN,9715
Andrew J Brown Academy,1,11,19,7,10,48,2014,IN,9615
Andrew J Brown Academy,2,12,19,3,6,42,2015,IN,9615
Andrew J Brown Academy,NA,27,11,3,3,44,2016,IN,9615
Andrew J Brown Academy,1,27,8,6,5,47,2017,IN,9615
Andrew J Brown Academy,NA,33,13,2,NA,48,2018,IN,9615
Andrew J Brown Academy,NA,34,10,1,1,46,2019,IN,9615
Area 30 Career Center Edu Inter,0,16,0,1,1,18,2013,IN,6700
Area 30 Career Center Edu Inter,NA,18,NA,NA,NA,18,2014,IN,6700
Area 30 Career Center Edu Inter,10,9,NA,NA,NA,19,2015,IN,6700
Area 30 Career Center Edu Inter,8,12,NA,NA,NA,20,2016,IN,6700
Area 30 Career Center Edu Inter,7,11,NA,NA,NA,18,2017,IN,6700
Area 30 Career Center Edu Inter,6,12,NA,NA,NA,18,2018,IN,6700
Area 30 Career Center Edu Inter,9,8,NA,NA,NA,17,2019,IN,6700
Argos Community Schools,9,42,0,2,0,53,2013,IN,5470
Argos Community Schools,18,23,NA,NA,10,51,2014,IN,5470
Argos Community Schools,NA,44,4,NA,4,52,2015,IN,5470
Argos Community Schools,4,43,3,NA,NA,50,2016,IN,5470
Argos Community Schools,7,35,1,NA,3,46,2017,IN,5470
Argos Community Schools,6,31,5,NA,6,48,2018,IN,5470
Argos Community Schools,6,33,2,NA,11,52,2019,IN,5470
Aspire Charter Academy,7,27,7,4,NA,45,2014,IN,9685
Aspire Charter Academy,19,19,5,1,5,49,2015,IN,9685
Aspire Charter Academy,3,29,8,3,7,50,2016,IN,9685
Aspire Charter Academy,2,34,12,NA,3,51,2017,IN,9685
Aspire Charter Academy,3,24,16,1,7,51,2018,IN,9685
Aspire Charter Academy,NA,36,9,NA,3,48,2019,IN,9685
Attica Consolidated Sch Corp,1,64,1,0,2,68,2013,IN,2435
Attica Consolidated Sch Corp,16,49,NA,NA,1,66,2014,IN,2435
Attica Consolidated School Corp,25,40,NA,NA,1,66,2015,IN,2435
Attica Consolidated School Corp,14,40,1,NA,NA,55,2016,IN,2435
Attica Consolidated School Corp,11,38,NA,1,1,51,2017,IN,2435
Attica Consolidated School Corp,20,24,NA,NA,5,49,2018,IN,2435
Attica Consolidated School Corp,20,20,NA,NA,8,48,2019,IN,2435
Avon Community School Corp,182,290,8,0,22,502,2013,IN,3315
Avon Community School Corp,207,266,3,NA,29,505,2014,IN,3315
Avon Community School Corp,276,245,2,NA,18,541,2015,IN,3315
Avon Community School Corp,306,214,4,NA,21,545,2016,IN,3315
Avon Community School Corp,236,278,1,2,20,537,2017,IN,3315
Avon Community School Corp,310,210,2,2,40,564,2018,IN,3315
Avon Community School Corp,355,250,4,1,11,621,2019,IN,3315
Avondale Meadows Academy,8,20,1,NA,8,37,2016,IN,9645
Avondale Meadows Academy,4,20,2,NA,11,37,2017,IN,9645
Avondale Meadows Academy,12,16,5,1,2,36,2018,IN,9645
Avondale Meadows Academy,11,18,5,NA,1,35,2019,IN,9645
Avondale Meadows Middle School,1,5,3,1,NA,10,2018,IN,9040
Avondale Meadows Middle School,3,7,4,NA,1,15,2019,IN,9040
Barr-Reeve Com Schools Inc,12,43,0,0,2,57,2013,IN,1315
Barr-Reeve Com Schools Inc,14,42,NA,NA,NA,56,2014,IN,1315
Barr-Reeve Community Schools Inc,14,49,NA,NA,3,66,2015,IN,1315
Barr-Reeve Community Schools Inc,20,44,NA,NA,NA,64,2016,IN,1315
Barr-Reeve Community Schools Inc,23,33,NA,NA,1,57,2017,IN,1315
Barr-Reeve Community Schools Inc,23,35,NA,NA,NA,58,2018,IN,1315
Barr-Reeve Community Schools Inc,27,32,NA,NA,NA,59,2019,IN,1315
Bartholomew Con School Corp,449,255,14,NA,28,746,2014,IN,0365
Bartholomew Con School Corp,606,211,10,4,28,859,2015,IN,0365
Bartholomew Con School Corp,634,220,7,3,42,906,2016,IN,0365
Bartholomew Con School Corp,586,165,8,1,39,799,2017,IN,0365
Bartholomew Con School Corp,626,125,2,1,39,793,2018,IN,0365
Bartholomew Con School Corp,643,130,7,NA,14,794,2019,IN,0365
Batesville Community Sch Corp,60,83,1,0,0,144,2013,IN,6895
Batesville Community Sch Corp,54,89,NA,NA,3,146,2014,IN,6895
Batesville Community School Corp,102,103,NA,8,5,218,2015,IN,6895
Batesville Community School Corp,56,91,NA,NA,5,152,2016,IN,6895
Batesville Community School Corp,58,81,1,NA,13,153,2017,IN,6895
Batesville Community School Corp,61,86,NA,NA,10,157,2018,IN,6895
Batesville Community School Corp,55,93,NA,NA,5,153,2019,IN,6895
Baugo Community Schools,0,110,1,0,3,114,2013,IN,2260
Baugo Community Schools,NA,82,NA,NA,33,115,2014,IN,2260
Baugo Community Schools,7,92,NA,2,15,116,2015,IN,2260
Baugo Community Schools,10,89,NA,NA,14,113,2016,IN,2260
Baugo Community Schools,6,91,7,NA,10,114,2017,IN,2260
Baugo Community Schools,12,80,11,NA,12,115,2018,IN,2260
Baugo Community Schools,10,102,NA,NA,8,120,2019,IN,2260
Beacon Academy,NA,NA,NA,NA,NA,NA,2014,IN,9830
Beech Grove City Schools,44,146,2,0,0,192,2013,IN,5380
Beech Grove City Schools,136,53,NA,NA,NA,189,2014,IN,5380
Beech Grove City Schools,162,63,NA,NA,NA,225,2015,IN,5380
Beech Grove City Schools,82,139,7,NA,NA,228,2016,IN,5380
Beech Grove City Schools,69,116,2,NA,14,201,2017,IN,5380
Beech Grove City Schools,41,92,5,NA,NA,138,2018,IN,5380
Beech Grove City Schools,89,102,NA,NA,9,200,2019,IN,5380
Benton Community School Corp,0,138,0,0,0,138,2013,IN,395
Benton Community School Corp,49,86,NA,NA,2,137,2014,IN,0395
Benton Community School Corp,93,52,1,NA,NA,146,2015,IN,0395
Benton Community School Corp,52,90,NA,NA,4,146,2016,IN,0395
Benton Community School Corp,66,68,1,NA,1,136,2017,IN,0395
Benton Community School Corp,49,85,NA,NA,1,135,2018,IN,0395
Benton Community School Corp,62,69,1,NA,2,134,2019,IN,0395
Blackford County Schools,50,53,8,1,13,125,2013,IN,515
Blackford County Schools,46,58,6,2,4,116,2014,IN,0515
Blackford County Schools,59,46,5,1,2,113,2015,IN,0515
Blackford County Schools,64,41,3,NA,3,111,2016,IN,0515
Blackford County Schools,69,40,2,NA,1,112,2017,IN,0515
Blackford County Schools,56,40,NA,NA,19,115,2018,IN,0515
Blackford County Schools,58,48,1,NA,3,110,2019,IN,0515
Bloomfield School District,21,41,0,0,8,70,2013,IN,2920
Bloomfield School District,23,37,NA,NA,5,65,2014,IN,2920
Bloomfield School District,18,48,NA,NA,5,71,2015,IN,2920
Bloomfield School District,25,37,NA,NA,7,69,2016,IN,2920
Bloomfield School District,29,21,NA,NA,13,63,2017,IN,2920
Bloomfield School District,17,37,NA,NA,5,59,2018,IN,2920
Bloomfield School District,26,28,NA,NA,7,61,2019,IN,2920
Blue River Career Programs,3,10,0,0,3,16,2013,IN,7375
Blue River Career Programs,4,9,1,NA,3,17,2014,IN,7375
Blue River Career Programs,3,11,NA,NA,8,22,2015,IN,7375
Blue River Career Programs,2,11,NA,NA,6,19,2016,IN,7375
Blue River Career Programs,2,12,NA,NA,8,22,2017,IN,7375
Blue River Career Programs,1,10,2,NA,5,18,2018,IN,7375
Blue River Career Programs,NA,12,1,NA,5,18,2019,IN,7375
Blue River Valley Schools,1,51,0,0,1,53,2013,IN,3405
Blue River Valley Schools,1,48,2,NA,4,55,2014,IN,3405
Blue River Valley Schools,6,40,NA,NA,10,56,2015,IN,3405
Blue River Valley Schools,33,9,NA,NA,13,55,2016,IN,3405
Blue River Valley Schools,37,6,NA,NA,8,51,2017,IN,3405
Blue River Valley Schools,39,5,NA,NA,8,52,2018,IN,3405
Blue River Valley Schools,41,4,NA,NA,5,50,2019,IN,3405
Bremen Public Schools,62,37,0,0,0,99,2013,IN,5480
Bremen Public Schools,51,44,3,NA,2,100,2014,IN,5480
Bremen Public Schools,58,40,1,NA,4,103,2015,IN,5480
Bremen Public Schools,63,44,NA,NA,NA,107,2016,IN,5480
Bremen Public Schools,83,20,NA,NA,1,104,2017,IN,5480
Bremen Public Schools,84,15,2,NA,2,103,2018,IN,5480
Bremen Public Schools,77,23,NA,NA,3,103,2019,IN,5480
Brown County School Corporation,129,33,0,0,17,179,2013,IN,670
Brown County School Corporation,126,27,3,NA,6,162,2014,IN,0670
Brown County School Corporation,148,19,NA,NA,15,182,2015,IN,0670
Brown County School Corporation,145,31,NA,NA,4,180,2016,IN,0670
Brown County School Corporation,140,16,NA,NA,3,159,2017,IN,0670
Brown County School Corporation,130,15,NA,NA,3,148,2018,IN,0670
Brown County School Corporation,133,10,NA,NA,1,144,2019,IN,0670
Brownsburg Community Sch Corp,164,293,22,3,0,482,2013,IN,3305
Brownsburg Community Sch Corp,176,287,9,NA,48,520,2014,IN,3305
Brownsburg Community Sch Corp,222,300,7,2,24,555,2015,IN,3305
Brownsburg Community School Corp,237,309,4,NA,25,575,2016,IN,3305
Brownsburg Community School Corp,235,290,5,NA,27,557,2017,IN,3305
Brownsburg Community School Corp,266,269,4,NA,28,567,2018,IN,3305
Brownsburg Community School Corp,246,311,4,NA,33,594,2019,IN,3305
Brownstown Cnt Com Sch Corp,61,45,1,0,2,109,2013,IN,3695
Brownstown Cnt Com Sch Corp,76,30,NA,NA,2,108,2014,IN,3695
Brownstown Cnt Com Sch Corp,82,31,NA,NA,2,115,2015,IN,3695
Brownstown Cnt Com Sch Corp,77,32,1,NA,NA,110,2016,IN,3695
Brownstown Cnt Com Sch Corp,66,37,NA,NA,1,104,2017,IN,3695
Brownstown Cnt Com Sch Corp,87,15,NA,NA,NA,102,2018,IN,3695
Brownstown Cnt Com Sch Corp,85,14,NA,NA,2,101,2019,IN,3695
Burris Laboratory School,18,29,3,1,6,57,2014,IN,9620
Burris Laboratory School,22,15,NA,1,15,53,2015,IN,9620
Burris Laboratory School,17,16,1,NA,20,54,2016,IN,9620
Burris Laboratory School,19,14,NA,NA,19,52,2017,IN,9620
Burris Laboratory School,20,16,1,NA,17,54,2018,IN,9620
Burris Laboratory School,25,12,NA,NA,18,55,2019,IN,9620
C A Beard Memorial School Corp,18,32,2,0,40,92,2013,IN,3455
C A Beard Memorial School Corp,32,39,2,NA,18,91,2014,IN,3455
C A Beard Memorial School Corp,27,55,NA,NA,14,96,2015,IN,3455
C A Beard Memorial School Corp,32,37,1,NA,13,83,2016,IN,3455
C A Beard Memorial School Corp,40,35,2,NA,NA,77,2017,IN,3455
C A Beard Memorial School Corp,42,33,NA,NA,NA,75,2018,IN,3455
C A Beard Memorial School Corp,41,31,NA,NA,NA,72,2019,IN,3455
Canaan Community Academy,NA,12,NA,NA,NA,12,2014,IN,9725
Canaan Community Academy,NA,9,2,NA,NA,11,2015,IN,9725
Canaan Community Academy,4,6,1,NA,NA,11,2016,IN,9725
Canaan Community Academy,3,5,1,2,NA,11,2017,IN,9725
Canaan Community Academy,1,6,2,NA,NA,9,2018,IN,9725
Canaan Community Academy,9,NA,NA,NA,NA,9,2019,IN,9725
Cannelton City Schools,0,22,0,0,0,22,2013,IN,6340
Cannelton City Schools,NA,12,2,NA,NA,14,2014,IN,6340
Cannelton City Schools,12,7,1,NA,1,21,2015,IN,6340
Cannelton City Schools,NA,15,1,NA,NA,16,2016,IN,6340
Cannelton City Schools,15,5,NA,NA,1,21,2017,IN,6340
Cannelton City Schools,15,6,2,NA,NA,23,2018,IN,6340
Cannelton City Schools,13,7,1,NA,2,23,2019,IN,6340
Career Academy at South Bend,NA,18,6,3,14,41,2014,IN,9880
Career Academy High School,2,27,4,4,8,45,2015,IN,9880
Career Academy High School,2,29,1,NA,3,35,2016,IN,9880
Career Academy High School,10,20,1,NA,4,35,2017,IN,9880
Career Academy High School,10,24,2,NA,3,39,2018,IN,9880
Career Academy High School,7,22,NA,NA,5,34,2019,IN,9880
Career Academy Middle School,1,41,1,NA,4,47,2016,IN,9965
Career Academy Middle School,7,33,2,NA,3,45,2017,IN,9965
Career Academy Middle School,4,25,3,NA,1,33,2018,IN,9965
Career Academy Middle School,6,21,NA,NA,5,32,2019,IN,9965
Carmel Clay Schools,337,643,17,3,38,1038,2013,IN,3060
Carmel Clay Schools,451,532,13,5,29,1030,2014,IN,3060
Carmel Clay Schools,575,437,5,NA,18,1035,2015,IN,3060
Carmel Clay Schools,695,355,4,NA,12,1066,2016,IN,3060
Carmel Clay Schools,737,295,NA,NA,29,1061,2017,IN,3060
Carmel Clay Schools,757,275,2,NA,28,1062,2018,IN,3060
Carmel Clay Schools,770,283,1,NA,23,1077,2019,IN,3060
Carpe Diem - Meridian Campus,NA,NA,NA,NA,NA,NA,2014,IN,9755
Carpe Diem - Meridian Campus,NA,NA,NA,NA,NA,NA,2015,IN,9755
Carpe Diem - Meridian Campus,NA,NA,NA,NA,9,9,2016,IN,NA
Carpe Diem - Northwest,NA,NA,NA,NA,9,9,2016,IN,9710
Carpe Diem - Northwest,NA,5,1,NA,1,7,2017,IN,9710
Carpe Diem - Shadeland,NA,NA,NA,NA,8,8,2016,IN,NA
Carroll Consolidated Sch Corp,54,17,0,0,2,73,2013,IN,750
Carroll Consolidated Sch Corp,30,37,4,NA,6,77,2014,IN,0750
Carroll Consolidated Sch Corp,51,44,1,NA,NA,96,2015,IN,0750
Carroll Consolidated School Corp,52,23,NA,NA,18,93,2016,IN,0750
Carroll Consolidated School Corp,62,13,2,NA,1,78,2017,IN,0750
Carroll Consolidated School Corp,57,20,NA,NA,2,79,2018,IN,0750
Carroll Consolidated School Corp,70,10,1,NA,NA,81,2019,IN,0750
Caston School Corporation,7,39,2,0,1,49,2013,IN,2650
Caston School Corporation,9,36,NA,NA,3,48,2014,IN,2650
Caston School Corporation,1,45,NA,NA,7,53,2015,IN,2650
Caston School Corporation,1,50,1,NA,4,56,2016,IN,2650
Caston School Corporation,6,46,1,NA,2,55,2017,IN,2650
Caston School Corporation,4,46,4,NA,NA,54,2018,IN,2650
Caston School Corporation,5,38,NA,NA,5,48,2019,IN,2650
Center Grove Com Sch Corp,320,99,4,1,10,434,2014,IN,4205
Center Grove Com Sch Corp,380,95,6,NA,27,508,2015,IN,4205
Center Grove Community School Corp,379,82,5,NA,23,489,2016,IN,4205
Center Grove Community School Corp,372,58,2,NA,54,486,2017,IN,4205
Center Grove Community School Corp,393,59,2,NA,53,507,2018,IN,4205
Center Grove Community School Corp,432,64,NA,NA,25,521,2019,IN,4205
Centerville-Abington Com Schs,95,0,1,0,6,102,2013,IN,8360
Centerville-Abington Com Schs,101,2,NA,NA,2,105,2014,IN,8360
Centerville-Abington Com Schs,122,3,NA,NA,4,129,2015,IN,8360
Centerville-Abington Com Schs,114,9,NA,NA,9,132,2016,IN,8360
Centerville-Abington Com Schs,104,1,1,NA,NA,106,2017,IN,8360
Centerville-Abington Com Schs,101,2,NA,NA,4,107,2018,IN,8360
Centerville-Abington Com Schs,93,3,NA,NA,11,107,2019,IN,8360
Central Noble Com School Corp,1,4,NA,NA,81,86,2015,IN,6055
Central Noble Com School Corp,18,55,NA,NA,13,86,2016,IN,6055
Central Noble Com School Corp,15,61,1,NA,4,81,2017,IN,6055
Central Noble Com School Corp,41,36,NA,NA,4,81,2018,IN,6055
Central Noble Com School Corp,38,36,NA,NA,3,77,2019,IN,6055
Challenge Foundation Academy,18,12,NA,NA,10,40,2014,IN,9645
Challenge Foundation Academy,14,11,NA,1,1,27,2015,IN,9645
Charles A Tindley Accelerated Sch,4,6,NA,NA,17,27,2016,IN,9445
Charles A Tindley Accelerated Sch,NA,11,NA,4,12,27,2017,IN,9445
Charles A Tindley Accelerated Sch,4,8,NA,NA,19,31,2018,IN,9445
Charles A Tindley Accelerated Sch,4,8,3,2,16,33,2019,IN,9445
Charles A Tindley Accelerated Schl,NA,12,3,NA,13,28,2014,IN,9445
Charles A Tindley Accelerated Schl,NA,14,4,NA,8,26,2015,IN,9445
Charter School of the Dunes,1,9,12,5,NA,27,2015,IN,9310
Charter School of the Dunes,3,8,12,2,1,26,2016,IN,9310
Charter School of the Dunes,NA,NA,NA,NA,30,30,2017,IN,9310
Charter School of the Dunes,5,21,2,NA,NA,28,2018,IN,9310
Charter School of the Dunes,NA,24,4,2,2,32,2019,IN,9310
Christel House Academy South,21,22,6,NA,1,50,2014,IN,9380
Christel House Academy South,9,25,7,NA,9,50,2015,IN,9380
Christel House Academy South,7,28,5,1,11,52,2016,IN,9380
Christel House Academy South,10,25,7,6,8,56,2017,IN,9380
Christel House Academy South,11,20,6,NA,24,61,2018,IN,9380
Christel House Academy South,9,25,10,NA,10,54,2019,IN,9380
Christel House Academy West,4,6,1,NA,4,15,2015,IN,9395
Christel House Academy West,6,7,2,NA,1,16,2016,IN,9395
Christel House Academy West,4,12,4,2,1,23,2017,IN,9395
Christel House Academy West,4,2,9,2,12,29,2018,IN,9395
Christel House Academy West,2,15,7,NA,4,28,2019,IN,9395
Christel House DORS,7,4,NA,NA,10,21,2018,IN,NA
Christel House DORS,1,16,NA,NA,6,23,2019,IN,NA
Christel House DORS South,NA,NA,NA,NA,NA,NA,2014,IN,9385
Christel House DORS South,3,2,1,NA,2,8,2016,IN,9385
Christel House DORS South,2,6,1,NA,2,11,2017,IN,9385
Christel House DORS West,2,4,NA,NA,1,7,2016,IN,9440
Christel House DORS West,3,5,NA,NA,1,9,2017,IN,9440
Christel House DORS West,5,2,NA,NA,8,15,2018,IN,9440
Circle City Prep Charter School,2,3,NA,NA,NA,5,2018,IN,9150
Circle City Prep Charter School,NA,2,NA,NA,4,6,2019,IN,9150
Clark-Pleasant Com School Corp,67,244,2,1,42,356,2013,IN,4145
Clark-Pleasant Com School Corp,83,239,NA,NA,50,372,2014,IN,4145
Clark-Pleasant Com School Corp,153,215,NA,NA,56,424,2015,IN,4145
Clark-Pleasant Community Sch Corp,152,234,NA,NA,36,422,2016,IN,4145
Clark-Pleasant Community Sch Corp,77,285,1,NA,45,408,2017,IN,4145
Clark-Pleasant Community Sch Corp,88,265,NA,NA,62,415,2018,IN,4145
Clark-Pleasant Community Sch Corp,9,344,NA,NA,60,413,2019,IN,4145
Clarksville Com School Corp,32,57,2,0,1,92,2013,IN,1000
Clarksville Com School Corp,32,33,NA,NA,28,93,2014,IN,1000
Clarksville Com School Corp,74,19,NA,NA,15,108,2015,IN,1000
Clarksville Community School Corp,61,15,2,NA,26,104,2016,IN,1000
Clarksville Community School Corp,20,46,4,NA,24,94,2017,IN,1000
Clarksville Community School Corp,65,9,NA,NA,22,96,2018,IN,1000
Clarksville Community School Corp,47,22,NA,NA,23,92,2019,IN,1000
Clay Community Schools,67,181,2,1,65,316,2013,IN,1125
Clay Community Schools,95,196,6,1,14,312,2014,IN,1125
Clay Community Schools,122,222,NA,NA,12,356,2015,IN,1125
Clay Community Schools,160,184,NA,NA,4,348,2016,IN,1125
Clay Community Schools,154,146,3,NA,5,308,2017,IN,1125
Clay Community Schools,164,143,NA,NA,6,313,2018,IN,1125
Clay Community Schools,195,109,3,NA,2,309,2019,IN,1125
Clinton Central School Corp,21,54,4,0,9,88,2013,IN,1150
Clinton Central School Corp,8,46,4,NA,NA,58,2014,IN,1150
Clinton Central School Corp,13,41,NA,NA,28,82,2015,IN,1150
Clinton Central School Corporation,1,46,2,NA,30,79,2016,IN,1150
Clinton Central School Corporation,6,57,3,NA,1,67,2017,IN,1150
Clinton Central School Corporation,15,47,2,2,10,76,2018,IN,1150
Clinton Central School Corporation,4,63,1,NA,NA,68,2019,IN,1150
Clinton Prairie School Corp,14,42,3,0,12,71,2013,IN,1160
Clinton Prairie School Corp,22,44,1,NA,2,69,2014,IN,1160
Clinton Prairie School Corp,31,33,NA,1,8,73,2015,IN,1160
Clinton Prairie School Corporation,8,58,1,1,8,76,2016,IN,1160
Clinton Prairie School Corporation,15,53,1,NA,4,73,2018,IN,1160
Clinton Prairie School Corporation,14,56,3,NA,8,81,2019,IN,1160
Cloverdale Community Schools,17,78,5,1,0,101,2013,IN,6750
Cloverdale Community Schools,31,53,1,NA,3,88,2014,IN,6750
Cloverdale Community Schools,51,50,NA,NA,2,103,2015,IN,6750
Cloverdale Community Schools,52,36,NA,NA,NA,88,2016,IN,6750
Cloverdale Community Schools,56,20,NA,NA,4,80,2017,IN,6750
Cloverdale Community Schools,39,35,1,NA,2,77,2018,IN,6750
Cloverdale Community Schools,47,26,NA,NA,3,76,2019,IN,6750
Community Montessori Inc,19,3,NA,NA,NA,22,2015,IN,9320
Community Montessori Inc,30,1,NA,NA,3,34,2016,IN,9320
Community Montessori Inc,27,2,NA,NA,7,36,2017,IN,9320
Community Montessori Inc,34,1,NA,NA,4,39,2018,IN,9320
Community Montessori Inc,30,6,NA,NA,3,39,2019,IN,9320
Community Schools of Frankfort,70,175,10,1,0,256,2013,IN,1170
Community Schools of Frankfort,92,143,9,NA,7,251,2014,IN,1170
Community Schools of Frankfort,107,130,11,1,5,254,2015,IN,1170
Community Schools of Frankfort,86,149,14,2,7,258,2016,IN,1170
Community Schools of Frankfort,90,126,12,1,10,239,2017,IN,1170
Community Schools of Frankfort,88,124,11,1,23,247,2018,IN,1170
Community Schools of Frankfort,90,148,5,NA,1,244,2019,IN,1170
Concord Community Schools,125,189,10,3,4,331,2013,IN,2270
Concord Community Schools,143,171,2,NA,11,327,2014,IN,2270
Concord Community Schools,178,210,2,NA,14,404,2015,IN,2270
Concord Community Schools,161,211,5,NA,9,386,2016,IN,2270
Concord Community Schools,150,186,2,2,9,349,2017,IN,2270
Concord Community Schools,180,167,5,NA,7,359,2018,IN,2270
Concord Community Schools,183,153,1,NA,37,374,2019,IN,2270
Covered Bridge Spec Ed Dist,29,33,0,0,2,64,2013,IN,8035
Covered Bridge Spec Ed Dist,24,34,2,NA,3,63,2014,IN,8035
Covered Bridge Spec Ed Dist,10,2,NA,NA,3,15,2015,IN,8035
Covered Bridge Spec Ed Dist,89,12,NA,NA,12,113,2016,IN,8035
Covered Bridge Spec Ed Dist,19,3,NA,NA,5,27,2017,IN,8035
Covered Bridge Spec Ed Dist,34,6,NA,NA,10,50,2018,IN,8035
Covered Bridge Spec Ed Dist,34,8,NA,1,1,44,2019,IN,8035
Covington Community Sch Corp,10,60,0,0,0,70,2013,IN,2440
Covington Community Sch Corp,28,41,NA,NA,NA,69,2014,IN,2440
Covington Community Sch Corp,23,54,NA,NA,NA,77,2015,IN,2440
Covington Community School Corp,32,44,NA,NA,NA,76,2016,IN,2440
Covington Community School Corp,24,43,NA,NA,NA,67,2017,IN,2440
Covington Community School Corp,33,42,1,NA,NA,76,2018,IN,2440
Covington Community School Corp,39,29,NA,NA,10,78,2019,IN,2440
Cowan Community School Corp,6,45,2,0,2,55,2013,IN,1900
Cowan Community School Corp,15,36,1,NA,2,54,2014,IN,1900
Cowan Community School Corp,18,43,NA,NA,1,62,2015,IN,1900
Cowan Community School Corp,19,44,NA,NA,NA,63,2016,IN,1900
Cowan Community School Corp,17,39,NA,NA,1,57,2017,IN,1900
Cowan Community School Corp,18,36,NA,NA,2,56,2018,IN,1900
Cowan Community School Corp,24,30,2,NA,1,57,2019,IN,1900
Crawford Co Com School Corp,56,48,1,0,7,112,2013,IN,1300
Crawford Co Com School Corp,57,35,NA,NA,11,103,2014,IN,1300
Crawford Co Com School Corp,47,54,4,1,8,114,2015,IN,1300
Crawford County Community Sch Corp,52,31,1,NA,13,97,2016,IN,1300
Crawford County Community Sch Corp,35,45,1,NA,8,89,2017,IN,1300
Crawford County Community Sch Corp,43,50,4,NA,6,103,2018,IN,1300
Crawford County Community Sch Corp,38,51,2,NA,10,101,2019,IN,1300
Crawfordsville Com Schools,31,162,0,0,0,193,2013,IN,5855
Crawfordsville Com Schools,59,137,NA,NA,3,199,2014,IN,5855
Crawfordsville Com Schools,90,111,1,NA,5,207,2015,IN,5855
Crawfordsville Community Schools,92,99,1,1,7,200,2016,IN,5855
Crawfordsville Community Schools,94,94,NA,NA,12,200,2017,IN,5855
Crawfordsville Community Schools,94,89,1,NA,6,190,2018,IN,5855
Crawfordsville Community Schools,95,95,2,NA,6,198,2019,IN,5855
Crothersville Community Schools,NA,NA,NA,NA,35,35,2016,IN,3710
Crown Point Community Sch Corp,362,45,8,2,23,440,2013,IN,4660
Crown Point Community Sch Corp,369,41,4,NA,20,434,2014,IN,4660
Crown Point Community Sch Corp,400,53,8,1,15,477,2015,IN,4660
Crown Point Community School Corp,383,54,2,NA,46,485,2016,IN,4660
Crown Point Community School Corp,397,41,1,2,17,458,2017,IN,4660
Crown Point Community School Corp,410,35,2,NA,14,461,2018,IN,4660
Crown Point Community School Corp,426,35,2,NA,16,479,2019,IN,4660
CSUSA Donnan,0,18,16,1,5,40,2013,IN,8825
CSUSA Donnan,NA,6,1,NA,8,15,2015,IN,8825
CSUSA Donnan,1,16,19,NA,4,40,2018,IN,8825
CSUSA Donnan,3,8,NA,NA,6,17,2019,IN,8825
CSUSA Howe,0,19,10,2,14,45,2013,IN,8810
CSUSA Howe,NA,16,NA,NA,30,46,2015,IN,8810
CSUSA Howe,NA,20,15,NA,6,41,2018,IN,8810
CSUSA Howe,10,20,NA,NA,19,49,2019,IN,8810
CSUSA Manual,0,36,4,0,5,45,2013,IN,8815
