name,e4,e3,e2,e1,eu,et,year,state,localid
Maconaquah School Corp,56,86,NA,NA,6,148,2015,IN,5615
Maconaquah School Corp,21,114,NA,NA,9,144,2016,IN,5615
Maconaquah School Corp,18,110,NA,NA,14,142,2017,IN,5615
Maconaquah School Corp,16,104,1,NA,16,137,2018,IN,5615
Maconaquah School Corp,12,108,NA,NA,11,131,2019,IN,5615
Madison Area Ed Spec Srv Unit,7,43,2,0,4,56,2013,IN,4005
Madison Area Ed Spec Srv Unit,1,9,NA,NA,1,11,2017,IN,4005
Madison Area Ed Spec Srv Unit,8,7,NA,NA,2,17,2018,IN,4005
Madison Area Ed Spec Srv Unit,11,4,NA,NA,3,18,2019,IN,4005
Madison Consolidated Schools,27,126,16,5,16,190,2013,IN,3995
Madison Consolidated Schools,35,129,4,NA,6,174,2014,IN,3995
Madison Consolidated Schools,23,172,3,2,9,209,2015,IN,3995
Madison Consolidated Schools,22,170,6,NA,22,220,2016,IN,3995
Madison Consolidated Schools,18,158,6,NA,18,200,2017,IN,3995
Madison Consolidated Schools,11,171,7,NA,8,197,2018,IN,3995
Madison Consolidated Schools,31,159,1,1,9,201,2019,IN,3995
Madison-Grant United Sch Corp,38,55,10,2,0,105,2013,IN,2825
Madison-Grant United School Corp,33,49,NA,NA,23,105,2016,IN,2825
Madison-Grant United School Corp,41,35,2,NA,10,88,2017,IN,2825
Madison-Grant United School Corp,37,40,1,NA,9,87,2018,IN,2825
Madison-Grant United School Corp,45,31,2,NA,11,89,2019,IN,2825
Manchester Community Schools,20,48,0,0,0,68,2013,IN,8045
Manchester Community Schools,38,42,1,NA,15,96,2014,IN,8045
Manchester Community Schools,49,60,NA,NA,2,111,2015,IN,8045
Manchester Community Schools,58,42,NA,NA,10,110,2016,IN,8045
Manchester Community Schools,47,55,NA,NA,NA,102,2017,IN,8045
Manchester Community Schools,62,33,NA,NA,3,98,2018,IN,8045
Manchester Community Schools,52,30,NA,NA,21,103,2019,IN,8045
Marion Academy,4,8,1,NA,5,18,2016,IN,9915
Marion Academy,5,4,NA,NA,NA,9,2019,IN,9915
Marion Community Schools,37,245,6,3,54,345,2013,IN,2865
Marion Community Schools,99,182,12,2,6,301,2014,IN,2865
Marion Community Schools,126,152,9,2,16,305,2015,IN,2865
Marion Community Schools,182,87,NA,1,9,279,2016,IN,2865
Marion Community Schools,136,124,2,1,2,265,2017,IN,2865
Marion Community Schools,136,124,1,NA,13,274,2018,IN,2865
Marion Community Schools,144,112,8,NA,6,270,2019,IN,2865
Matchbook Learning,13,18,7,NA,9,47,2019,IN,NA
Mays Community Academy,NA,4,NA,NA,4,8,2016,IN,9955
Mays Community Academy,5,6,1,NA,1,13,2017,IN,9955
Mays Community Academy,5,11,NA,1,NA,17,2018,IN,9955
Mays Community Academy,NA,15,NA,NA,NA,15,2019,IN,9955
Medora Community School Corp,0,20,0,0,0,20,2013,IN,3640
Medora Community School Corp,5,16,2,NA,1,24,2014,IN,3640
Medora Community School Corp,1,21,6,NA,NA,28,2015,IN,3640
Medora Community School Corp,2,21,2,NA,1,26,2016,IN,3640
Medora Community School Corp,NA,17,3,NA,NA,20,2017,IN,3640
Medora Community School Corp,1,12,3,NA,1,17,2018,IN,3640
Medora Community School Corp,NA,12,NA,NA,7,19,2019,IN,3640
Merrillville Community School,0,375,1,0,0,376,2013,IN,4600
Merrillville Community School,3,383,17,2,11,416,2014,IN,4600
Merrillville Community School,12,393,11,2,51,469,2015,IN,4600
Merrillville Community School Corp,41,352,7,1,13,414,2016,IN,4600
Merrillville Community School Corp,81,302,6,NA,29,418,2017,IN,4600
Merrillville Community School Corp,77,336,5,NA,16,434,2018,IN,4600
Merrillville Community School Corp,68,339,6,NA,19,432,2019,IN,4600
Michigan City Area Schools,0,0,0,0,494,494,2013,IN,4925
Michigan City Area Schools,88,251,16,NA,109,464,2014,IN,4925
Michigan City Area Schools,153,240,2,NA,105,500,2015,IN,4925
Michigan City Area Schools,155,276,5,NA,77,513,2016,IN,4925
Michigan City Area Schools,152,215,10,NA,67,444,2017,IN,4925
Michigan City Area Schools,163,195,13,NA,72,443,2018,IN,4925
Michigan City Area Schools,196,174,4,NA,73,447,2019,IN,4925
Middlebury Community Schools,4,18,NA,NA,304,326,2015,IN,2275
Middlebury Community Schools,9,288,3,1,NA,301,2016,IN,2275
Middlebury Community Schools,209,62,5,1,4,281,2017,IN,2275
Middlebury Community Schools,229,51,NA,NA,3,283,2018,IN,2275
Middlebury Community Schools,228,51,NA,NA,7,286,2019,IN,2275
Milan Community Schools,1,72,2,0,0,75,2013,IN,6910
Milan Community Schools,32,38,1,NA,6,77,2014,IN,6910
Milan Community Schools,75,49,1,6,7,138,2015,IN,6910
Milan Community Schools,14,67,NA,NA,5,86,2016,IN,6910
Milan Community Schools,27,47,NA,1,2,77,2017,IN,6910
Milan Community Schools,42,29,NA,NA,8,79,2018,IN,6910
Milan Community Schools,32,28,NA,NA,17,77,2019,IN,6910
Mill Creek Community Sch Corp,47,54,2,2,1,106,2013,IN,3335
Mill Creek Community Sch Corp,53,46,NA,NA,9,108,2014,IN,3335
Mill Creek Community Sch Corp,69,47,NA,NA,13,129,2015,IN,3335
Mill Creek Community Sch Corp,84,35,NA,NA,1,120,2016,IN,3335
Mill Creek Community Sch Corp,79,29,NA,NA,2,110,2017,IN,3335
Mill Creek Community Sch Corp,82,23,1,NA,NA,106,2018,IN,3335
Mill Creek Community Sch Corp,65,37,NA,NA,12,114,2019,IN,3335
Mississinewa Community School Corp,85,65,2,NA,11,163,2014,IN,2855
Mississinewa Community School Corp,69,93,6,NA,1,169,2015,IN,2855
Mississinewa Community School Corp,73,90,2,NA,2,167,2016,IN,2855
Mississinewa Community School Corp,59,90,4,NA,15,168,2017,IN,2855
Mississinewa Community School Corp,64,96,1,NA,9,170,2018,IN,2855
Mississinewa Community School Corp,59,99,1,NA,1,160,2019,IN,2855
Mitchell Community Schools,16,110,0,0,0,126,2013,IN,5085
Mitchell Community Schools,41,77,NA,NA,NA,118,2014,IN,5085
Mitchell Community Schools,40,72,1,NA,9,122,2015,IN,5085
Mitchell Community Schools,23,92,1,NA,NA,116,2016,IN,5085
Mitchell Community Schools,28,80,NA,NA,NA,108,2017,IN,5085
Mitchell Community Schools,57,42,NA,NA,12,111,2018,IN,5085
Mitchell Community Schools,68,39,NA,1,4,112,2019,IN,5085
Monroe Central School Corp,9,59,0,0,4,72,2013,IN,6820
Monroe Central School Corp,18,40,NA,NA,12,70,2014,IN,6820
Monroe Central School Corp,20,52,NA,NA,2,74,2015,IN,6820
Monroe Central School Corp,11,55,NA,NA,10,76,2016,IN,6820
Monroe Central School Corp,15,46,NA,NA,11,72,2017,IN,6820
Monroe Central School Corp,18,48,NA,NA,7,73,2018,IN,6820
Monroe Central School Corp,33,43,NA,NA,3,79,2019,IN,6820
Monroe County Com Sch Corp,0,0,0,0,839,839,2013,IN,5740
Monroe County Com Sch Corp,NA,NA,NA,NA,835,835,2014,IN,5740
Monroe County Com Sch Corp,NA,NA,NA,NA,896,896,2015,IN,5740
Monroe County Community Sch Corp,74,725,1,NA,101,901,2016,IN,5740
Monroe County Community Sch Corp,99,686,NA,NA,84,869,2017,IN,5740
Monroe County Community Sch Corp,189,679,1,NA,12,881,2018,IN,5740
Monroe County Community Sch Corp,227,570,NA,NA,92,889,2019,IN,5740
Monroe-Gregg School District,22,70,0,0,2,94,2013,IN,5900
Monroe-Gregg School District,39,55,NA,NA,4,98,2014,IN,5900
Monroe-Gregg School District,52,65,NA,NA,7,124,2015,IN,5900
Monroe-Gregg School District,91,30,NA,NA,7,128,2016,IN,5900
Monroe-Gregg School District,72,24,1,NA,10,107,2017,IN,5900
Monroe-Gregg School District,93,6,NA,NA,8,107,2018,IN,5900
Monroe-Gregg School District,87,9,1,NA,6,103,2019,IN,5900
Mooresville Con School Corp,148,103,3,NA,15,269,2015,IN,5930
Mooresville Con School Corp,163,91,6,NA,4,264,2016,IN,5930
Mooresville Con School Corp,162,83,6,2,7,260,2017,IN,5930
Mooresville Con School Corp,167,88,2,NA,11,268,2018,IN,5930
Mooresville Con School Corp,165,85,3,NA,12,265,2019,IN,5930
Mt Vernon Community Sch Corp,42,133,4,1,16,196,2013,IN,3135
Mt Vernon Community Sch Corp,79,109,5,NA,5,198,2014,IN,3135
Mt Vernon Community Sch Corp,69,94,2,1,3,169,2015,IN,3135
Mt Vernon Community School Corp,56,160,4,1,6,227,2016,IN,3135
Mt Vernon Community School Corp,95,148,7,NA,14,264,2017,IN,3135
Mt Vernon Community School Corp,95,173,5,1,2,276,2018,IN,3135
Mt Vernon Community School Corp,86,180,3,NA,20,289,2019,IN,3135
Muncie Community Schools,320,133,4,NA,84,541,2014,IN,1970
Muncie Community Schools,375,85,NA,NA,93,553,2015,IN,1970
Muncie Community Schools,306,104,8,NA,99,517,2016,IN,1970
Muncie Community Schools,208,81,NA,NA,181,470,2017,IN,1970
Muncie Community Schools,209,105,2,NA,97,413,2018,IN,1970
Muncie Community Schools,176,118,4,NA,96,394,2019,IN,1970
Neighbors' New Vistas High School,3,5,3,NA,9,20,2014,IN,9730
Neighbors' New Vistas High School,4,12,NA,NA,NA,16,2015,IN,9730
Neighbors' New Vistas High School,8,5,2,NA,6,21,2016,IN,9730
Neighbors' New Vistas High School,3,18,NA,NA,3,24,2017,IN,9730
Neighbors' New Vistas High School,2,21,NA,NA,NA,23,2018,IN,9730
Neighbors' New Vistas High School,2,18,NA,NA,NA,20,2019,IN,9730
Nettle Creek School Corp,67,13,1,2,3,86,2013,IN,8305
Nettle Creek School Corp,61,12,1,NA,2,76,2014,IN,8305
Nettle Creek School Corp,85,10,NA,NA,1,96,2015,IN,8305
Nettle Creek School Corporation,37,34,NA,NA,14,85,2016,IN,8305
Nettle Creek School Corporation,42,26,NA,NA,7,75,2017,IN,8305
Nettle Creek School Corporation,45,17,1,NA,14,77,2018,IN,8305
Nettle Creek School Corporation,46,21,NA,NA,12,79,2019,IN,8305
New Albany-Floyd Co Con Sch,220,497,5,2,20,744,2013,IN,2400
New Albany-Floyd Co Con Sch,264,457,6,5,13,745,2014,IN,2400
New Albany-Floyd Co Con Sch,329,419,4,1,12,765,2015,IN,2400
New Albany-Floyd Co Con Sch,420,359,1,NA,4,784,2016,IN,2400
New Albany-Floyd Co Con Sch,409,319,5,NA,22,755,2017,IN,2400
New Albany-Floyd Co Con Sch,410,324,1,1,16,752,2018,IN,2400
New Albany-Floyd Co Con Sch,472,279,4,NA,13,768,2019,IN,2400
New Castle Community Sch Corp,53,206,4,0,30,293,2013,IN,3445
New Castle Community Sch Corp,86,178,2,NA,16,282,2014,IN,3445
New Castle Community Sch Corp,107,173,2,NA,9,291,2015,IN,3445
New Castle Community School Corp,148,171,2,NA,7,328,2016,IN,3445
New Castle Community School Corp,124,145,4,NA,2,275,2017,IN,3445
New Castle Community School Corp,129,122,2,NA,28,281,2018,IN,3445
New Castle Community School Corp,128,125,NA,NA,7,260,2019,IN,3445
New Community School,11,8,5,NA,NA,24,2014,IN,9340
New Community School,NA,16,5,NA,2,23,2015,IN,9340
New Prairie United School Corp,57,87,3,1,14,162,2013,IN,4805
New Prairie United School Corp,65,68,1,NA,1,135,2014,IN,4805
New Prairie United School Corp,105,75,NA,1,7,188,2015,IN,4805
New Prairie United School Corp,69,77,1,1,22,170,2016,IN,4805
New Prairie United School Corp,70,83,3,NA,6,162,2017,IN,4805
New Prairie United School Corp,73,79,NA,NA,15,167,2018,IN,4805
New Prairie United School Corp,88,70,NA,NA,9,167,2019,IN,4805
Nexus Academy of Indianapolis,2,7,NA,NA,6,15,2014,IN,9930
Nexus Academy of Indianapolis,NA,15,1,1,NA,17,2015,IN,9930
Nexus Academy of Indianapolis,2,13,NA,NA,NA,15,2016,IN,9930
Nexus Academy of Indianapolis,1,11,NA,NA,NA,12,2017,IN,9930
Nineveh-Hensley-Jackson United,42,67,NA,1,16,126,2014,IN,4255
Nineveh-Hensley-Jackson United,33,98,3,1,16,151,2015,IN,4255
Nineveh-Hensley-Jackson United,41,67,2,NA,16,126,2016,IN,4255
Nineveh-Hensley-Jackson United,60,50,1,NA,11,122,2017,IN,4255
Nineveh-Hensley-Jackson United,64,50,1,NA,9,124,2018,IN,4255
Nineveh-Hensley-Jackson United,75,37,NA,NA,11,123,2019,IN,4255
Noblesville Schools,223,419,9,2,12,665,2013,IN,3070
Noblesville Schools,273,382,13,2,16,686,2014,IN,3070
Noblesville Schools,310,351,2,NA,1,664,2015,IN,3070
Noblesville Schools,338,317,6,NA,9,670,2016,IN,3070
Noblesville Schools,358,317,12,NA,20,707,2017,IN,3070
Noblesville Schools,401,266,2,NA,71,740,2018,IN,3070
Noblesville Schools,482,229,2,1,24,738,2019,IN,3070
North Adams Community Schools,23,129,5,0,0,157,2013,IN,25
North Adams Community Schools,50,111,2,NA,17,180,2015,IN,0025
North Adams Community Schools,52,101,NA,NA,33,186,2016,IN,0025
North Adams Community Schools,51,85,NA,NA,9,145,2017,IN,0025
North Adams Community Schools,55,85,NA,NA,7,147,2018,IN,0025
North Adams Community Schools,54,82,3,NA,9,148,2019,IN,0025
North Central Parke Comm Schl Corp,80,26,1,0,1,108,2013,IN,6375
North Central Parke Comm Schl Corp,95,12,1,NA,1,109,2014,IN,6375
North Central Parke Comm Schl Corp,94,20,6,1,12,133,2015,IN,6375
North Central Parke Comm Schl Corp,76,44,2,1,1,124,2016,IN,6375
North Central Parke Comm Schl Corp,65,34,NA,NA,6,105,2017,IN,6375
North Central Parke Comm Schl Corp,71,24,4,NA,NA,99,2018,IN,6375
North Central Parke Comm Schl Corp,79,16,2,NA,1,98,2019,IN,6375
North Daviess Com Schools,1,72,0,0,2,75,2013,IN,1375
North Daviess Com Schools,6,64,NA,NA,NA,70,2014,IN,1375
North Daviess Com Schools,30,40,NA,NA,4,74,2015,IN,1375
North Daviess Com Schools,5,71,NA,NA,NA,76,2016,IN,1375
North Daviess Com Schools,51,19,NA,NA,3,73,2017,IN,1375
North Daviess Com Schools,22,45,NA,NA,4,71,2018,IN,1375
North Daviess Com Schools,35,38,NA,NA,NA,73,2019,IN,1375
North Gibson School Corp,17,124,4,1,12,158,2013,IN,2735
North Gibson School Corp,48,90,3,NA,20,161,2014,IN,2735
North Gibson School Corp,67,81,NA,NA,13,161,2015,IN,2735
North Gibson School Corp,57,78,3,1,15,154,2016,IN,2735
North Gibson School Corp,52,80,2,NA,13,147,2017,IN,2735
North Gibson School Corp,49,73,NA,NA,26,148,2018,IN,2735
North Gibson School Corp,55,76,NA,NA,17,148,2019,IN,2735
North Harrison Com School Corp,42,86,1,1,3,133,2013,IN,3180
North Harrison Com School Corp,59,68,NA,NA,7,134,2014,IN,3180
North Harrison Com School Corp,83,52,NA,NA,10,145,2015,IN,3180
North Harrison Com School Corp,85,49,NA,NA,3,137,2016,IN,3180
North Harrison Com School Corp,100,35,NA,NA,3,138,2017,IN,3180
North Harrison Com School Corp,79,50,2,NA,NA,131,2018,IN,3180
North Harrison Com School Corp,74,42,NA,NA,9,125,2019,IN,3180
North Judson-San Pierre Sch Corp,0,0,0,0,97,97,2013,IN,7515
North Judson-San Pierre Sch Corp,3,89,NA,5,1,98,2014,IN,7515
North Judson-San Pierre Sch Corp,11,83,NA,1,12,107,2015,IN,7515
North Judson-San Pierre Sch Corp,10,65,NA,NA,17,92,2016,IN,7515
North Judson-San Pierre Sch Corp,3,67,2,NA,1,73,2017,IN,7515
North Judson-San Pierre Sch Corp,21,48,1,1,5,76,2018,IN,7515
North Judson-San Pierre Sch Corp,24,50,2,NA,NA,76,2019,IN,7515
North Knox School Corp,8,70,8,0,0,86,2013,IN,4315
North Knox School Corp,34,41,NA,NA,10,85,2014,IN,4315
North Knox School Corp,53,27,NA,NA,8,88,2015,IN,4315
North Knox School Corp,43,40,1,NA,6,90,2016,IN,4315
North Knox School Corp,47,31,NA,NA,5,83,2017,IN,4315
North Knox School Corp,45,31,1,NA,6,83,2018,IN,4315
North Knox School Corp,43,27,1,NA,12,83,2019,IN,4315
North Lawrence Com Schools,0,386,0,1,0,387,2013,IN,5075
North Lawrence Com Schools,135,222,NA,1,31,389,2014,IN,5075
North Lawrence Com Schools,156,231,NA,NA,37,424,2015,IN,5075
North Lawrence Com Schools,112,304,NA,NA,12,428,2016,IN,5075
North Lawrence Com Schools,140,223,2,NA,20,385,2017,IN,5075
North Lawrence Com Schools,189,182,1,NA,12,384,2018,IN,5075
North Lawrence Com Schools,132,193,4,NA,59,388,2019,IN,5075
North Miami Community Schools,25,33,0,0,6,64,2013,IN,5620
North Miami Community Schools,23,40,NA,NA,NA,63,2014,IN,5620
North Miami Community Schools,24,47,NA,NA,5,76,2015,IN,5620
North Miami Community Schools,25,34,2,NA,4,65,2016,IN,5620
North Miami Community Schools,26,27,1,NA,3,57,2017,IN,5620
North Miami Community Schools,38,13,NA,NA,4,55,2018,IN,5620
North Miami Community Schools,32,18,NA,NA,3,53,2019,IN,5620
North Montgomery Com Sch Corp,32,103,3,0,5,143,2013,IN,5835
North Montgomery Com Sch Corp,39,95,3,NA,3,140,2014,IN,5835
North Montgomery Com Sch Corp,42,97,3,1,5,148,2015,IN,5835
North Montgomery Com Sch Corp,26,111,5,1,4,147,2016,IN,5835
North Montgomery Com Sch Corp,44,90,3,NA,7,144,2017,IN,5835
North Montgomery Com Sch Corp,39,97,3,2,NA,141,2018,IN,5835
North Montgomery Com Sch Corp,53,80,4,1,1,139,2019,IN,5835
North Newton School Corp,0,95,0,3,8,106,2013,IN,5945
North Newton School Corp,48,44,6,NA,3,101,2014,IN,5945
North Newton School Corp,58,40,2,NA,4,104,2015,IN,5945
North Newton School Corp,31,47,2,NA,17,97,2016,IN,5945
North Newton School Corp,47,34,2,NA,6,89,2017,IN,5945
North Newton School Corp,32,36,3,NA,21,92,2018,IN,5945
North Newton School Corp,45,35,1,NA,6,87,2019,IN,5945
North Putnam Community Schools,27,70,NA,8,9,114,2014,IN,6715
North Putnam Community Schools,24,94,NA,1,8,127,2015,IN,6715
North Putnam Community Schools,18,92,NA,NA,8,118,2016,IN,6715
North Putnam Community Schools,34,60,3,NA,7,104,2017,IN,6715
North Putnam Community Schools,24,70,1,NA,11,106,2018,IN,6715
North Putnam Community Schools,29,70,1,NA,2,102,2019,IN,6715
North Spencer County Sch Corp,41,85,6,1,0,133,2013,IN,7385
North Spencer County Sch Corp,60,60,4,NA,5,129,2014,IN,7385
North Spencer County Sch Corp,89,71,4,NA,2,166,2015,IN,7385
North Spencer County Sch Corp,97,70,2,NA,2,171,2016,IN,7385
North Spencer County Sch Corp,77,50,1,NA,8,136,2017,IN,7385
North Spencer County Sch Corp,69,54,1,NA,12,136,2018,IN,7385
North Spencer County Sch Corp,79,44,1,NA,14,138,2019,IN,7385
North Vermillion Com Sch Corp,1,50,5,0,10,66,2013,IN,8010
North Vermillion Com Sch Corp,6,46,2,NA,10,64,2014,IN,8010
North Vermillion Com Sch Corp,15,44,3,1,10,73,2015,IN,8010
North Vermillion Com Sch Corp,13,43,2,1,6,65,2016,IN,8010
North Vermillion Com Sch Corp,13,34,NA,NA,13,60,2017,IN,8010
North Vermillion Com Sch Corp,16,38,NA,NA,7,61,2018,IN,8010
North Vermillion Com Sch Corp,11,47,NA,NA,5,63,2019,IN,8010
North West Hendricks Schools,75,27,0,0,0,102,2013,IN,3295
North West Hendricks Schools,63,38,1,NA,10,112,2014,IN,3295
North West Hendricks Schools,74,45,NA,NA,14,133,2015,IN,3295
North West Hendricks Schools,78,45,1,NA,2,126,2016,IN,3295
North West Hendricks Schools,67,38,2,NA,3,110,2017,IN,3295
North West Hendricks Schools,56,51,1,NA,2,110,2018,IN,3295
North West Hendricks Schools,75,40,NA,NA,4,119,2019,IN,3295
North White School Corp,16,31,9,2,0,58,2013,IN,8515
North White School Corp,14,33,NA,NA,15,62,2014,IN,8515
North White School Corp,9,54,NA,NA,2,65,2015,IN,8515
North White School Corp,NA,71,NA,NA,NA,71,2016,IN,8515
North White School Corp,14,48,1,NA,NA,63,2017,IN,8515
North White School Corp,18,32,NA,NA,16,66,2018,IN,8515
North White School Corp,23,21,NA,NA,22,66,2019,IN,8515
Northeast Dubois Co Sch Corp,37,29,0,0,0,66,2013,IN,2040
Northeast Dubois Co Sch Corp,53,12,NA,NA,NA,65,2014,IN,2040
Northeast Dubois Co Sch Corp,73,15,NA,NA,NA,88,2015,IN,2040
Northeast Dubois Co Sch Corp,75,17,1,NA,NA,93,2016,IN,2040
Northeast Dubois Co Sch Corp,68,4,NA,NA,NA,72,2017,IN,2040
Northeast Dubois Co Sch Corp,64,2,NA,NA,4,70,2018,IN,2040
Northeast Dubois Co Sch Corp,63,2,NA,NA,2,67,2019,IN,2040
Northeast School Corp,30,28,1,NA,31,90,2014,IN,7645
Northeast School Corp,22,51,NA,NA,3,76,2015,IN,7645
Northeast School Corp,24,31,NA,NA,11,66,2016,IN,7645
Northeast School Corp,30,28,NA,NA,3,61,2017,IN,7645
Northeast School Corp,32,19,2,NA,7,60,2018,IN,7645
Northeast School Corp,26,27,NA,NA,7,60,2019,IN,7645
Northeastern Wayne Schools,58,12,1,1,5,77,2013,IN,8375
Northeastern Wayne Schools,59,19,NA,NA,3,81,2014,IN,8375
Northeastern Wayne Schools,68,37,1,1,1,108,2015,IN,8375
Northeastern Wayne Schools,69,28,NA,NA,3,100,2016,IN,8375
Northeastern Wayne Schools,63,27,NA,NA,2,92,2017,IN,8375
Northeastern Wayne Schools,74,16,NA,NA,1,91,2018,IN,8375
Northeastern Wayne Schools,76,14,NA,NA,NA,90,2019,IN,8375
Northern Wells Com Schools,0,159,0,0,0,159,2013,IN,8435
Northern Wells Com Schools,55,97,NA,NA,1,153,2014,IN,8435
Northern Wells Com Schools,60,98,NA,NA,NA,158,2015,IN,8435
Northern Wells Community Schools,42,113,2,NA,2,159,2016,IN,8435
Northern Wells Community Schools,33,122,2,NA,1,158,2017,IN,8435
Northern Wells Community Schools,43,116,1,NA,NA,160,2018,IN,8435
Northern Wells Community Schools,34,122,2,NA,4,162,2019,IN,8435
Northwest Allen County Schools,60,318,2,2,18,400,2013,IN,225
Northwest Allen County Schools,51,331,2,1,22,407,2014,IN,0225
Northwest Allen County Schools,81,347,2,NA,12,442,2015,IN,0225
Northwest Allen County Schools,123,332,3,NA,6,464,2016,IN,0225
Northwest Allen County Schools,108,331,3,NA,21,463,2017,IN,0225
Northwest Allen County Schools,164,291,2,NA,20,477,2018,IN,0225
Northwest Allen County Schools,178,297,1,NA,16,492,2019,IN,0225
Northwest Indiana Spec Ed Coop,21,130,7,1,37,196,2014,IN,4570
Northwest Indiana Spec Ed Coop,13,3,2,NA,2,20,2015,IN,4570
Northwestern Con School Corp,8,73,5,1,4,91,2013,IN,7350
Northwestern Con School Corp,24,59,NA,NA,2,85,2014,IN,7350
Northwestern Con School Corp,35,47,NA,NA,7,89,2015,IN,7350
Northwestern Con School Corp,31,50,NA,NA,6,87,2016,IN,7350
Northwestern Con School Corp,34,50,NA,1,5,90,2017,IN,7350
Northwestern Con School Corp,38,46,NA,NA,6,90,2018,IN,7350
Northwestern Con School Corp,41,41,1,NA,8,91,2019,IN,7350
Northwestern School Corp,7,114,0,1,0,122,2013,IN,3470
Northwestern School Corp,32,66,NA,NA,22,120,2014,IN,3470
Northwestern School Corp,58,57,NA,NA,10,125,2015,IN,3470
Northwestern School Corp,69,73,NA,NA,2,144,2016,IN,3470
Northwestern School Corp,67,50,NA,NA,5,122,2017,IN,3470
Northwestern School Corp,59,53,2,NA,10,124,2018,IN,3470
Northwestern School Corp,69,44,NA,NA,12,125,2019,IN,3470
