state,year,name,localid,et,e4,e3,e2,e1
MI,2012,marquette-alger resa  - district created from isd,52000,6,5,0,0,1
MI,2012,marshall academy,13903,18,6,11,1,0
MI,2012,marshall public schools,13110,159,0,158,1,0
MI,2012,"martin luther king, jr. education center academy",82910,18,9,8,1,0
MI,2012,martin public schools,3060,37,0,35,2,0
MI,2012,marvin l. winans academy of performing arts,82924,91,84,7,0,0
MI,2012,marysville public schools,74100,145,0,145,0,0
MI,2012,mason consolidated schools (monroe),58090,77,0,74,3,0
MI,2012,mason county central schools,53010,64,7,55,2,0
MI,2012,mason county eastern schools,53020,34,0,34,0,0
MI,2012,mason public schools (ingham),33130,173,31,136,6,0
MI,2012,mattawan consolidated school,80150,195,0,194,0,1
MI,2012,mayville community school district,79090,55,0,54,0,1
MI,2012,mcbain rural agricultural schools,57030,69,16,52,1,0
MI,2012,mecosta-osceola isd  - district created from isd,54000,45,21,22,1,1
MI,2012,melvindale-north allen park schools,82045,127,41,84,1,1
MI,2012,memphis community schools,74120,61,1,59,0,1
MI,2012,mendon community school district,75060,47,6,41,0,0
MI,2012,menominee area public schools,55100,125,31,91,3,0
MI,2012,menominee isd  - district created from isd,55000,3,0,2,0,1
MI,2012,meridian public schools,56050,87,58,26,3,0
MI,2012,merrill community schools,73230,53,0,53,0,0
MI,2012,merritt academy,50906,30,2,28,0,0
MI,2012,mesick consolidated schools,83070,42,19,23,0,0
MI,2012,metro charter academy,82967,37,2,34,0,1
MI,2012,michigan center school district,38120,81,46,35,0,0
MI,2012,michigan connections academy,33911,29,6,23,0,0
MI,2012,michigan mathematics and science academy,63924,20,14,5,1,0
MI,2012,michigan school for the deaf,84050,20,0,20,0,0
MI,2012,michigan technical academy,82907,67,6,47,8,6
MI,2012,michigan virtual charter academy,41925,32,0,32,0,0
MI,2012,mid peninsula school district,21135,14,0,14,0,0
MI,2012,mid-michigan leadership academy,33904,16,9,7,0,0
MI,2012,midland academy of advanced and creative studies,56902,20,6,11,2,1
MI,2012,midland county educational service agency  - district created from isd,56000,24,17,7,0,0
MI,2012,midland public schools,56010,515,98,412,2,3
MI,2012,milan area schools,81100,139,0,134,5,0
MI,2012,mildred c. wells preparatory academy,11904,12,1,10,0,1
MI,2012,millington community schools,79100,83,40,40,0,3
MI,2012,mio-ausable schools,68010,43,7,34,2,0
MI,2012,mona shores public school district,61060,210,46,158,6,0
MI,2012,monroe isd  - district created from isd,58000,31,1,30,0,0
MI,2012,monroe public schools,58010,320,0,314,1,5
MI,2012,montabella community schools,59045,56,0,53,1,2
MI,2012,montague area public schools,61180,81,2,79,0,0
MI,2012,montcalm area isd  - district created from isd,59000,49,5,40,4,0
MI,2012,montrose community schools,25260,92,17,75,0,0
MI,2012,moran township school district,49070,8,8,0,0,0
MI,2012,morenci area schools,46100,47,19,24,4,0
MI,2012,morey montessori public school academy,37902,8,0,8,0,0
MI,2012,morley stanwood community schools,54040,79,69,10,0,0
MI,2012,morrice area schools,78060,35,14,21,0,0
MI,2012,mount clemens community school district,50160,108,0,107,0,1
MI,2012,mt. clemens montessori academy,50908,19,5,14,0,0
MI,2012,mt. morris consolidated schools,25040,135,1,131,2,1
MI,2012,mt. pleasant city school district,37010,257,142,115,0,0
MI,2012,multicultural academy,81908,24,6,10,5,3
MI,2012,munising public schools,2070,43,28,15,0,0
MI,2012,muskegon area isd  - district created from isd,61000,43,2,39,2,0
MI,2012,muskegon heights school district,61020,26,2,24,0,0
MI,2012,"muskegon, public schools of the city of",61010,327,19,299,4,5
MI,2012,nah tah wahsh public school academy,55901,26,0,26,0,0
MI,2012,napoleon community schools,38130,86,46,39,0,1
MI,2012,nataki talibah schoolhouse of detroit,82905,20,0,20,0,0
MI,2012,negaunee public schools,52090,84,48,36,0,0
MI,2012,new bedford academy,58901,10,1,9,0,0
MI,2012,new beginnings academy,82962,13,12,0,1,0
MI,2012,new branches charter academy,41901,25,8,14,2,1
MI,2012,new buffalo area schools,11200,68,1,65,0,2
MI,2012,new haven community schools,50170,74,17,45,9,3
MI,2012,new lothrop area public schools,78070,51,19,32,0,0
MI,2012,new paradigm glazer academy,82734,11,0,9,0,2
MI,2012,new paradigm glazer-loving academy,82735,12,0,12,0,0
MI,2012,newaygo county resa  - district created from isd,62000,25,3,22,0,0
MI,2012,newaygo public school district,62070,111,0,109,0,2
MI,2012,nice community school district,52015,78,46,31,1,0
MI,2012,niles community schools,11300,232,11,203,18,0
MI,2012,noor international academy,50913,11,0,8,0,3
MI,2012,north adams-jerome public schools,30050,31,0,31,0,0
MI,2012,north branch area schools,44090,138,93,45,0,0
MI,2012,north central area schools,55115,30,19,10,1,0
MI,2012,north dickinson county schools,22045,22,7,15,0,0
MI,2012,north huron school district,32080,28,9,18,1,0
MI,2012,north muskegon public schools,61230,67,0,67,0,0
MI,2012,north saginaw charter academy,73910,28,0,16,12,0
MI,2012,north star academy,52901,24,7,15,1,1
MI,2012,northpointe academy,82992,24,18,6,0,0
MI,2012,northport public school district,45040,20,0,20,0,0
MI,2012,northridge academy,25904,15,0,15,0,0
MI,2012,northview public schools,41025,205,0,205,0,0
MI,2012,northville public schools,82390,412,129,275,7,1
MI,2012,northwest community schools,38140,147,34,113,0,0
MI,2012,norway-vulcan area schools,22025,53,21,31,0,1
MI,2012,nottawa community school,75100,12,12,0,0,0
MI,2012,novi community school district,63100,394,49,344,1,0
MI,2012,nsoroma institute,82922,14,4,9,0,1
MI,2012,"oak park, school district of the city of",63250,213,0,211,0,2
MI,2012,oakland academy,39903,24,4,18,2,0
MI,2012,oakland international academy,63912,63,1,62,0,0
MI,2012,oakland schools  - district created from isd,63000,91,68,20,0,3
MI,2012,oakridge public schools,61065,123,24,96,3,0
MI,2012,ojibwe charter school,17902,10,1,9,0,0
MI,2012,okemos public schools,33170,262,229,30,0,3
MI,2012,old redford academy,82956,123,4,76,27,16
MI,2012,olivet community schools,23080,94,2,92,0,0
MI,2012,onaway area community school district,71050,44,33,11,0,0
MI,2012,oneida township s/d #3,23490,1,1,0,0,0
MI,2012,onekama consolidated schools,51060,30,0,30,0,0
MI,2012,onsted community schools,46110,89,69,17,3,0
MI,2012,ontonagon area school district,66050,28,4,23,1,0
MI,2012,orchard view schools,61190,140,119,20,0,1
MI,2012,oscoda area schools,35010,91,33,56,1,1
MI,2012,otsego public schools,3020,155,41,111,3,0
MI,2012,ottawa area isd  - district created from isd,70000,103,8,92,3,0
MI,2012,outlook academy,3902,7,0,6,0,1
MI,2012,ovid-elsie area schools,19120,98,85,13,0,0
MI,2012,owendale-gagetown area school district,32090,19,2,17,0,0
MI,2012,owosso public schools,78110,187,133,54,0,0
MI,2012,oxford community schools,63110,266,0,266,0,0
MI,2012,palo community school district,34040,6,0,6,0,0
MI,2012,pansophia academy,12901,17,0,17,0,0
MI,2012,paragon charter academy,38902,38,1,26,11,0
MI,2012,paramount charter academy,39905,35,3,31,1,0
MI,2012,parchment school district,39130,112,0,110,2,0
MI,2012,paw paw public school district,80160,127,2,125,0,0
MI,2012,peck community school district,76180,30,1,26,3,0
MI,2012,pellston public schools,24040,38,12,25,0,1
MI,2012,pennfield schools,13120,125,18,101,4,2
MI,2012,pentwater public school district,64070,19,1,17,1,0
MI,2012,perry public schools,78080,96,0,93,0,3
MI,2012,pewamo-westphalia community schools,19125,44,35,9,0,0
MI,2012,pickford public schools,17090,46,0,45,0,1
MI,2012,pierre toussaint academy,82939,20,0,20,0,0
MI,2012,pinckney community schools,47080,254,0,254,0,0
MI,2012,pinconning area schools,9090,94,4,90,0,0
MI,2012,pine river area schools,67055,89,46,43,0,0
MI,2012,pittsford area schools,30060,41,4,35,0,2
MI,2012,plainwell community schools,3010,163,44,110,5,4
MI,2012,plymouth educational center charter school,82904,79,0,58,17,4
MI,2012,plymouth-canton community schools,82100,1072,369,689,10,4
MI,2012,pontiac academy for excellence,63906,86,39,41,1,5
MI,2012,pontiac city school district,63030,361,146,180,15,20
MI,2012,port hope community schools,32130,7,0,7,0,0
MI,2012,port huron area school district,74010,631,406,199,25,1
MI,2012,portage public schools,39140,532,357,173,2,0
MI,2012,portland public schools,34110,119,0,119,0,0
MI,2012,posen consolidated school district no. 9,71060,16,3,13,0,0
MI,2012,potterville public schools,23090,68,5,62,0,1
MI,2012,powell township schools,52100,7,2,5,0,0
MI,2012,presque isle academy,71902,2,0,2,0,0
MI,2012,prevail academy,50909,38,0,21,17,0
MI,2012,"public schools of calumet, laurium & keweenaw",31030,106,22,84,0,0
MI,2012,public schools of petoskey,24070,169,42,126,1,0
MI,2012,quest charter academy,82718,34,9,21,4,0
MI,2012,quincy community schools,12040,70,48,19,1,2
MI,2012,rapid river public schools,21060,18,11,6,1,0
MI,2012,ravenna public schools,61210,65,19,46,0,0
MI,2012,reach charter academy,50912,35,0,27,8,0
MI,2012,reading community schools,30070,52,6,46,0,0
MI,2012,"redford union schools, district no. 1",82110,188,0,188,0,0
MI,2012,reed city area public schools,67060,93,39,52,1,1
MI,2012,reese public schools,79110,60,0,59,1,0
MI,2012,reeths-puffer schools,61220,224,84,138,2,0
MI,2012,regent park scholars charter academy,82727,28,1,14,13,0
MI,2012,relevant academy of eaton county,23902,4,0,4,0,0
MI,2012,renaissance public school academy,37901,28,1,26,1,0
MI,2012,republic-michigamme schools,52110,12,11,1,0,0
MI,2012,richfield public school academy,25910,48,1,45,2,0
MI,2012,richmond community schools,50180,84,0,79,4,1
MI,2012,ridge park charter academy,41919,40,11,26,3,0
MI,2012,"river rouge, school district of the city of",82120,59,0,57,0,2
MI,2012,river valley school district,11033,73,13,60,0,0
MI,2012,riverside academy,82975,58,0,58,0,0
MI,2012,riverview community school district,82400,149,20,128,1,0
MI,2012,rochester community school district,63260,862,128,728,6,0
MI,2012,rockford public schools,41210,457,304,153,0,0
MI,2012,rogers city area schools,71080,35,0,35,0,0
MI,2012,romeo community schools,50190,299,0,299,0,0
MI,2012,romulus community schools,82130,186,65,114,7,0
MI,2012,roscommon area public schools,72010,89,23,66,0,0
MI,2012,roseville community schools,50030,305,23,265,17,0
MI,2012,ross-hill academy,82948,18,1,15,2,0
MI,2012,royal oak schools,63040,312,73,232,5,2
MI,2012,rudyard area schools,17110,56,0,56,0,0
MI,2012,saginaw county transition academy,73905,7,0,4,3,0
MI,2012,saginaw isd  - district created from isd,73000,80,9,71,0,0
MI,2012,saginaw learn to earn academy,73911,8,0,6,2,0
MI,2012,saginaw preparatory academy,73908,26,0,12,0,14
MI,2012,saginaw township community schools,73040,285,1,283,0,1
MI,2012,"saginaw, school district of the city of",73010,528,0,528,0,0
MI,2012,saline area schools,81120,266,0,265,0,1
MI,2012,sand creek community schools,46130,59,5,54,0,0
MI,2012,sandusky community school district,76210,66,44,20,0,2
MI,2012,sanilac isd  - district created from isd,76000,22,5,17,0,0
MI,2012,saranac community schools,34120,65,0,62,2,1
MI,2012,saugatuck public schools,3080,63,0,62,0,1
MI,2012,sault ste. marie area schools,17010,161,1,159,1,0
MI,2012,school district of the city of inkster,82080,136,0,124,0,12
MI,2012,schoolcraft community schools,39160,66,6,60,0,0
MI,2012,shelby public schools,64080,96,19,76,1,0
MI,2012,shepherd public schools,37060,117,0,117,0,0
MI,2012,shiawassee regional esd  - district created from isd,78000,19,0,19,0,0
MI,2012,sigel township s/d #3f,32610,2,2,0,0,0
MI,2012,sigel township s/d #4f,32620,3,2,1,0,0
MI,2012,sigel township s/d #6,32630,2,1,1,0,0
MI,2012,sodus township s/d #5,11830,5,2,3,0,0
MI,2012,south arbor charter academy,81905,36,3,30,3,0
MI,2012,south canton scholars charter academy,82729,32,2,25,5,0
MI,2012,south haven public schools,80010,150,73,74,2,1
MI,2012,south lake schools,50200,141,6,113,21,1
MI,2012,south lyon community schools,63240,411,197,210,0,4
MI,2012,south redford school district,82140,184,7,173,4,0
MI,2012,southfield public school district,63060,506,364,131,8,3
MI,2012,southgate community school district,82405,308,10,298,0,0
MI,2012,sparta area schools,41240,159,0,159,0,0
MI,2012,spring lake public schools,70300,155,15,140,0,0
MI,2012,springport public schools,38150,67,8,56,0,3
MI,2012,st. charles community schools,73240,63,6,53,3,1
MI,2012,st. clair county academy of style,74910,2,2,0,0,0
MI,2012,st. clair county career prep academy,74913,12,12,0,0,0
MI,2012,st. clair county intervention academy,74911,8,0,8,0,0
MI,2012,st. clair county learning academy,74901,4,2,2,0,0
MI,2012,st. clair county resa  - district created from isd,74000,27,27,0,0,0
MI,2012,st. ignace area schools,49010,48,37,11,0,0
MI,2012,st. johns public schools,19140,194,132,62,0,0
MI,2012,st. joseph county isd  - district created from isd,75000,13,1,12,0,0
MI,2012,st. joseph public schools,11020,168,3,165,0,0
MI,2012,st. louis public schools,29100,66,8,58,0,0
MI,2012,standish-sterling community schools,6050,95,0,95,0,0
MI,2012,stanton township public schools,31140,8,0,8,0,0
MI,2012,star international academy,82941,109,0,105,0,4
MI,2012,state street academy,9902,24,4,18,0,2
MI,2012,stephenson area public schools,55120,46,7,33,6,0
MI,2012,stockbridge community schools,33200,93,0,93,0,0
MI,2012,sturgis public schools,75010,205,98,106,0,1
MI,2012,summerfield schools,58100,43,0,43,0,0
MI,2012,summit academy,82916,23,14,9,0,0
MI,2012,summit academy north,82938,77,21,56,0,0
MI,2012,sunrise education center,35901,4,4,0,0,0
MI,2012,superior central school district,2080,22,9,13,0,0
MI,2012,suttons bay public schools,45050,45,28,14,2,1
MI,2012,swan valley school district,73255,102,3,98,1,0
MI,2012,swartz creek community schools,25180,220,0,213,0,7
MI,2012,tahquamenon area schools,48040,58,32,24,0,2
MI,2012,tawas area schools,35030,74,0,74,0,0
MI,2012,taylor exemplar academy,82995,36,0,19,16,1
MI,2012,taylor international academy,63925,19,12,7,0,0
MI,2012,taylor school district,82150,490,249,230,11,0
MI,2012,tecumseh public schools,46140,160,70,88,0,2
MI,2012,tekonsha community schools,13130,27,0,27,0,0
MI,2012,the dearborn academy,82928,30,0,20,6,4
MI,2012,the greenspire school,28904,3,3,0,0,0
MI,2012,thornapple kellogg school district,8050,156,63,93,0,0
MI,2012,three lakes academy,49901,8,8,0,0,0
MI,2012,three oaks public school academy,61904,20,0,20,0,0
MI,2012,three rivers community schools,75080,195,43,151,0,1
MI,2012,threshold academy,59901,7,3,4,0,0
MI,2012,timberland academy,61902,31,0,27,4,0
MI,2012,timbuktu academy,82933,24,2,21,0,1
MI,2012,traverse bay area isd  - district created from isd,28000,90,0,87,1,2
MI,2012,traverse city area public schools,28010,605,258,320,19,8
MI,2012,traverse city college preparatory academy,28903,6,0,6,0,0
MI,2012,trenton public schools,82155,152,1,148,3,0
MI,2012,tri county area schools,59080,125,56,64,3,2
MI,2012,trillium academy,82973,42,0,42,0,0
MI,2012,triumph academy,58902,33,0,30,3,0
MI,2012,troy school district,63150,788,23,757,7,1
MI,2012,tuscola isd  - district created from isd,79000,44,27,17,0,0
MI,2012,ubly community schools,32170,56,0,56,0,0
MI,2012,union city community schools,13135,70,25,39,4,2
MI,2012,unionville-sebewaing area s.d.,79145,50,7,41,0,2
MI,2012,universal academy,82950,46,0,45,0,1
MI,2012,universal learning academy,82982,40,0,36,0,4
MI,2012,university preparatory academy (psad),82702,135,9,103,19,4
MI,2012,university preparatory science and math (psad),82701,42,17,21,3,1
MI,2012,university yes academy,82724,15,0,7,4,4
MI,2012,utica community schools,50210,1575,0,1572,3,0
MI,2012,van buren isd  - district created from isd,80000,107,41,66,0,0
MI,2012,van buren public schools,82430,292,19,203,51,19
MI,2012,van dyke public schools,50220,182,64,104,0,14
MI,2012,vanderbilt area schools,69040,12,2,10,0,0
MI,2012,vanderbilt charter academy,70905,29,9,19,1,0
MI,2012,vandercook lake public schools,38020,74,49,24,1,0
MI,2012,vanguard charter academy,41910,41,12,27,2,0
MI,2012,vassar public schools,79150,88,12,74,2,0
MI,2012,verona township s/d #1f,32650,3,2,1,0,0
MI,2012,vestaburg community schools,59150,39,24,15,0,0
MI,2012,vicksburg community schools,39170,156,153,0,3,0
MI,2012,victory academy charter school,81907,13,0,13,0,0
MI,2012,virtual learning academy of st. clair county,74912,6,1,5,0,0
MI,2012,vista charter academy,41909,41,7,29,5,0
MI,2012,vista meadows academy,82716,24,0,22,1,1
MI,2012,voyageur academy,82940,46,0,46,0,0
MI,2012,wakefield-marenisco school district,27070,22,6,16,0,0
MI,2012,walden green montessori,70901,11,2,9,0,0
MI,2012,waldron area schools,30080,37,0,36,0,1
MI,2012,walker charter academy,41915,37,11,26,0,0
MI,2012,walkerville public schools,64090,32,0,32,0,0
MI,2012,walled lake consolidated schools,63290,875,130,745,0,0
MI,2012,walton charter academy,63913,44,11,33,0,0
MI,2012,warren consolidated schools,50230,908,1,906,1,0
MI,2012,warren woods public schools,50240,214,9,186,15,4
MI,2012,warrendale charter academy,82970,45,2,34,9,0
MI,2012,washington-parks academy,82719,27,5,19,0,3
MI,2012,washtenaw isd  - district created from isd,81000,25,8,16,1,0
MI,2012,washtenaw technical middle college,81903,10,10,0,0,0
MI,2012,waterford school district,63300,694,0,694,0,0
MI,2012,watersmeet township school district,27080,20,0,20,0,0
MI,2012,watervliet school district,11320,89,55,33,1,0
MI,2012,wavecrest career academy,70907,9,0,8,1,0
MI,2012,waverly community schools,33215,193,0,192,0,1
