MI School Data,
"Educator Effectiveness Snapshot
Statewide: 2015-16 / Teachers",
School Year,Location Name,Location Type,Location Code,Assignment Type,Total Count,HighlyEffective Count,Effective Count,MinimallyEffective Count,Effective Or More Count ,Minimally Effective Or Less Count,Ineffective Count,Highly Effective Percentage,Effective Percentage,Effective Or More Percentage,Minimally Effective Percentage,Minimally Effective Or Less Percentage,Ineffective Percentage,
2015-16,State Street Academy,District,09902,Teacher,13,2,11,0,13,0,0,15%,85%,100%,0%,0%,0%,
2015-16,Bay-Arenac Community High School,District,09901,Teacher,8,3,5,0,8,0,0,38%,63%,100%,0%,0%,0%,
2015-16,Beal City Public Schools,District,37040,Teacher,42,22,20,0,42,0,0,52%,48%,100%,0%,0%,0%,
2015-16,Bear Lake Schools,District,51020,Teacher,20,2,18,0,20,0,0,10%,90%,100%,0%,0%,0%,
2015-16,Beaver Island Community School,District,15010,Teacher,9,0,9,0,9,0,0,0%,100%,100%,0%,0%,0%,
2015-16,Beaverton Rural Schools,District,26010,Teacher,63,24,39,0,63,0,0,38%,62%,100%,0%,0%,0%,
2015-16,Bedford Public Schools,District,58030,Teacher,228,179,48,1,227,1,0,79%,21%,100%,0%,0%,0%,
2015-16,Beecher Community School District,District,25240,Teacher,50,18,31,1,49,1,0,36%,62%,98%,2%,2%,0%,
2015-16,Belding Area School District,District,34080,Teacher,105,50,53,1,103,2,1,48%,50%,98%,1%,2%,1%,
2015-16,Bellaire Public Schools,District,05040,Teacher,28,9,19,0,28,0,0,32%,68%,100%,0%,0%,0%,
2015-16,Bellevue Community Schools,District,23010,Teacher,41,0,41,0,41,0,0,0%,100%,100%,0%,0%,0%,
2015-16,Bendle Public Schools,District,25060,Teacher,63,20,41,2,61,2,0,32%,65%,97%,3%,3%,0%,
2015-16,Bentley Community School District,District,25230,Teacher,58,9,47,2,56,2,0,16%,81%,97%,3%,3%,0%,
2015-16,Benton Harbor Area Schools,District,11010,Teacher,111,14,51,45,65,46,1,13%,46%,59%,41%,41%,1%,
2015-16,Benton Harbor Charter School Academy,District,11903,Teacher,24,0,22,2,22,2,0,0%,92%,92%,8%,8%,0%,
2015-16,Benzie County Central Schools,District,10015,Teacher,98,33,64,1,97,1,0,34%,65%,99%,1%,1%,0%,
2015-16,Berkley School District,District,63050,Teacher,459,284,173,2,457,2,0,62%,38%,100%,0%,0%,0%,
2015-16,Berlin Township S/D #3,District,34140,Teacher,2,0,2,0,2,0,0,0%,100%,100%,0%,0%,0%,
2015-16,Berrien Springs Public Schools,District,11240,Teacher,183,76,107,0,183,0,0,42%,58%,100%,0%,0%,0%,
2015-16,Bessemer Area School District,District,27010,Teacher,28,2,26,0,28,0,0,7%,93%,100%,0%,0%,0%,
2015-16,Big Bay De Noc School District,District,21065,Teacher,15,5,10,0,15,0,0,33%,67%,100%,0%,0%,0%,
2015-16,Big Jackson School District,District,62470,Teacher,2,2,0,0,2,0,0,100%,0%,100%,0%,0%,0%,
2015-16,Big Rapids Public Schools,District,54010,Teacher,105,51,48,4,99,6,2,49%,46%,94%,4%,6%,2%,
2015-16,Birch Run Area Schools,District,73170,Teacher,103,47,56,0,103,0,0,46%,54%,100%,0%,0%,0%,
2015-16,Birmingham Public Schools,District,63010,Teacher,643,544,97,1,641,2,1,85%,15%,100%,0%,0%,0%,
2015-16,Black River Public School,District,70904,Teacher,78,65,13,0,78,0,0,83%,17%,100%,0%,0%,0%,
2015-16,Blanche Kelso Bruce Academy,District,82971,Teacher,39,14,19,3,33,6,3,36%,49%,85%,8%,15%,8%,
2015-16,Blissfield Community Schools,District,46040,Teacher,69,35,34,0,69,0,0,51%,49%,100%,0%,0%,0%,
2015-16,Bloomfield Hills Schools,District,63080,Teacher,402,94,307,1,401,1,0,23%,76%,100%,0%,0%,0%,
2015-16,Bloomingdale Public School District,District,80090,Teacher,76,55,20,1,75,1,0,72%,26%,99%,1%,1%,0%,
2015-16,Bois Blanc Pines School District,District,49020,Teacher,1,1,0,0,1,0,0,100%,0%,100%,0%,0%,0%,
2015-16,Boyne City Public Schools,District,15020,Teacher,94,50,43,1,93,1,0,53%,46%,99%,1%,1%,0%,
2015-16,Boyne Falls Public School District,District,15030,Teacher,17,1,15,1,16,1,0,6%,88%,94%,6%,6%,0%,
2015-16,Bradford Academy,District,63917,Teacher,87,0,83,4,83,4,0,0%,95%,95%,5%,5%,0%,
2015-16,Brandon School District in the Counties of Oakland and Lapeer,District,63180,Teacher,172,132,40,0,172,0,0,77%,23%,100%,0%,0%,0%,
2015-16,Brandywine Community Schools,District,11210,Teacher,101,54,47,0,101,0,0,53%,47%,100%,0%,0%,0%,
2015-16,Breckenridge Community Schools,District,29040,Teacher,52,6,46,0,52,0,0,12%,88%,100%,0%,0%,0%,
2015-16,Breitung Township School District,District,22030,Teacher,111,88,20,2,108,3,1,79%,18%,97%,2%,3%,1%,
2015-16,Bridge Academy,District,82983,Teacher,39,0,39,0,39,0,0,0%,100%,100%,0%,0%,0%,
2015-16,Bridgeport-Spaulding Community School District,District,73180,Teacher,88,71,17,0,88,0,0,81%,19%,100%,0%,0%,0%,
2015-16,Bridgman Public Schools,District,11340,Teacher,72,51,21,0,72,0,0,71%,29%,100%,0%,0%,0%,
2015-16,Brighton Area Schools,District,47010,Teacher,537,204,333,0,537,0,0,38%,62%,100%,0%,0%,0%,
2015-16,Brimley Area Schools,District,17140,Teacher,40,26,12,2,38,2,0,65%,30%,95%,5%,5%,0%,
2015-16,Britton Deerfield Schools,District,46050,Teacher,50,11,35,4,46,4,0,22%,70%,92%,8%,8%,0%,
2015-16,Bronson Community School District,District,12020,Teacher,58,27,31,0,58,0,0,47%,53%,100%,0%,0%,0%,
2015-16,Brown City Community Schools,District,76060,Teacher,51,8,43,0,51,0,0,16%,84%,100%,0%,0%,0%,
2015-16,Buchanan Community Schools,District,11310,Teacher,110,66,43,1,109,1,0,60%,39%,99%,1%,1%,0%,
2015-16,Buckley Community Schools,District,28035,Teacher,24,9,15,0,24,0,0,38%,63%,100%,0%,0%,0%,
2015-16,Bullock Creek School District,District,56020,Teacher,116,55,61,0,116,0,0,47%,53%,100%,0%,0%,0%,
2015-16,Burr Oak Community School District,District,75020,Teacher,25,18,7,0,25,0,0,72%,28%,100%,0%,0%,0%,
2015-16,Burt Township School District,District,02020,Teacher,7,0,7,0,7,0,0,0%,100%,100%,0%,0%,0%,
2015-16,Burton Glen Charter Academy,District,25909,Teacher,35,1,20,12,21,14,2,3%,57%,60%,34%,40%,6%,
2015-16,Byron Area Schools,District,78020,Teacher,61,35,26,0,61,0,0,57%,43%,100%,0%,0%,0%,
2015-16,Byron Center Charter School,District,41908,Teacher,23,21,2,0,23,0,0,91%,9%,100%,0%,0%,0%,
2015-16,Byron Center Public Schools,District,41040,Teacher,204,48,151,3,199,5,2,24%,74%,98%,1%,2%,1%,
2015-16,Cadillac Area Public Schools,District,83010,Teacher,178,8,169,1,177,1,0,4%,95%,99%,1%,1%,0%,
2015-16,Caledonia Community Schools,District,41050,Teacher,300,30,270,0,300,0,0,10%,90%,100%,0%,0%,0%,
2015-16,Camden-Frontier School,District,30010,Teacher,37,32,3,2,35,2,0,86%,8%,95%,5%,5%,0%,
2015-16,Canton Charter Academy,District,82968,Teacher,37,13,24,0,37,0,0,35%,65%,100%,0%,0%,0%,
2015-16,Capac Community Schools,District,74040,Teacher,70,13,55,2,68,2,0,19%,79%,97%,3%,3%,0%,
2015-16,Carman-Ainsworth Community Schools,District,25080,Teacher,258,24,228,6,252,6,0,9%,88%,98%,2%,2%,0%,
2015-16,Carney-Nadeau Public Schools,District,55010,Teacher,22,7,14,0,21,1,1,32%,64%,95%,0%,5%,5%,
2015-16,Caro Community Schools,District,79020,Teacher,104,32,68,4,100,4,0,31%,65%,96%,4%,4%,0%,
2015-16,Carrollton Public Schools,District,73030,Teacher,159,99,58,2,157,2,0,62%,36%,99%,1%,1%,0%,
2015-16,Carson City-Crystal Area Schools,District,59020,Teacher,71,18,48,4,66,5,1,25%,68%,93%,6%,7%,1%,
2015-16,Carsonville-Port Sanilac School District,District,76070,Teacher,29,10,19,0,29,0,0,34%,66%,100%,0%,0%,0%,
2015-16,Caseville Public Schools,District,32030,Teacher,21,1,19,1,20,1,0,5%,90%,95%,5%,5%,0%,
2015-16,Casman Alternative Academy,District,51903,Teacher,7,2,4,0,6,1,1,29%,57%,86%,0%,14%,14%,
2015-16,Cass City Public Schools,District,79030,Teacher,59,20,37,2,57,2,0,34%,63%,97%,3%,3%,0%,
2015-16,Cassopolis Public Schools,District,14010,Teacher,53,24,24,4,48,5,1,45%,45%,91%,8%,9%,2%,
2015-16,Cedar Springs Public Schools,District,41070,Teacher,192,109,82,1,191,1,0,57%,43%,99%,1%,1%,0%,
2015-16,Center Line Public Schools,District,50010,Teacher,164,5,155,4,160,4,0,3%,95%,98%,2%,2%,0%,
2015-16,Central Academy,District,81902,Teacher,32,6,26,0,32,0,0,19%,81%,100%,0%,0%,0%,
2015-16,Central Lake Public Schools,District,05035,Teacher,22,0,22,0,22,0,0,0%,100%,100%,0%,0%,0%,
2015-16,Central Montcalm Public Schools,District,59125,Teacher,103,54,49,0,103,0,0,52%,48%,100%,0%,0%,0%,
2015-16,Centreville Public Schools,District,75030,Teacher,52,19,31,2,50,2,0,37%,60%,96%,4%,4%,0%,
2015-16,Cesar Chavez Academy,District,82918,Teacher,138,91,45,2,136,2,0,66%,33%,99%,1%,1%,0%,
2015-16,Chandler Park Academy,District,82923,Teacher,103,43,51,3,94,9,6,42%,50%,91%,3%,9%,6%,
2015-16,Chandler Woods Charter Academy,District,41920,Teacher,38,8,30,0,38,0,0,21%,79%,100%,0%,0%,0%,
2015-16,Charlevoix Public Schools,District,15050,Teacher,64,6,58,0,64,0,0,9%,91%,100%,0%,0%,0%,
2015-16,Charlotte Public Schools,District,23030,Teacher,151,36,114,1,150,1,0,24%,76%,99%,1%,1%,0%,
2015-16,Charyl Stockwell Academy,District,47902,Teacher,56,22,31,3,53,3,0,39%,55%,95%,5%,5%,0%,
2015-16,Chassell Township School District,District,31050,Teacher,18,15,3,0,18,0,0,83%,17%,100%,0%,0%,0%,
2015-16,Chatfield School,District,44901,Teacher,29,14,15,0,29,0,0,48%,52%,100%,0%,0%,0%,
2015-16,Cheboygan Area Schools,District,16015,Teacher,97,67,30,0,97,0,0,69%,31%,100%,0%,0%,0%,
2015-16,Chelsea School District,District,81040,Teacher,144,75,69,0,144,0,0,52%,48%,100%,0%,0%,0%,
2015-16,Chesaning Union Schools,District,73110,Teacher,87,44,43,0,87,0,0,51%,49%,100%,0%,0%,0%,
2015-16,Chippewa Hills School District,District,54025,Teacher,118,68,45,5,113,5,0,58%,38%,96%,4%,4%,0%,
2015-16,Chippewa Valley Schools,District,50080,Teacher,862,822,40,0,862,0,0,95%,5%,100%,0%,0%,0%,
2015-16,Church School District,District,32040,Teacher,2,0,2,0,2,0,0,0%,100%,100%,0%,0%,0%,
2015-16,"Harper Woods, The School District of the City of",District,82320,Teacher,87,84,3,0,87,0,0,97%,3%,100%,0%,0%,0%,
2015-16,Clara B. Ford Academy (SDA),District,82996,Teacher,14,0,12,0,12,2,2,0%,86%,86%,0%,14%,14%,
2015-16,Clare Public Schools,District,18010,Teacher,87,34,51,1,85,2,1,39%,59%,98%,1%,2%,1%,
2015-16,Clarenceville School District,District,63090,Teacher,111,27,83,1,110,1,0,24%,75%,99%,1%,1%,0%,
2015-16,Clarkston Community School District,District,63190,Teacher,550,32,516,2,548,2,0,6%,94%,100%,0%,0%,0%,
2015-16,Clawson Public Schools,District,63270,Teacher,137,41,95,1,136,1,0,30%,69%,99%,1%,1%,0%,
2015-16,Climax-Scotts Community Schools,District,39020,Teacher,40,25,14,1,39,1,0,63%,35%,98%,3%,3%,0%,
2015-16,Clinton Community Schools,District,46060,Teacher,72,25,47,0,72,0,0,35%,65%,100%,0%,0%,0%,
2015-16,Clintondale Community Schools,District,50070,Teacher,137,36,99,1,135,2,1,26%,72%,99%,1%,1%,1%,
2015-16,Clio Area School District,District,25150,Teacher,154,43,108,3,151,3,0,28%,70%,98%,2%,2%,0%,
2015-16,Coldwater Community Schools,District,12010,Teacher,167,44,120,3,164,3,0,26%,72%,98%,2%,2%,0%,
2015-16,Cole Academy,District,33901,Teacher,11,0,11,0,11,0,0,0%,100%,100%,0%,0%,0%,
2015-16,Coleman Community Schools,District,56030,Teacher,46,8,36,2,44,2,0,17%,78%,96%,4%,4%,0%,
2015-16,Colfax Township S/D #1F,District,32260,Teacher,2,1,1,0,2,0,0,50%,50%,100%,0%,0%,0%,
2015-16,Coloma Community Schools,District,11330,Teacher,104,9,94,1,103,1,0,9%,90%,99%,1%,1%,0%,
2015-16,Colon Community School District,District,75040,Teacher,39,4,31,3,35,4,1,10%,79%,90%,8%,10%,3%,
2015-16,Columbia School District,District,38040,Teacher,84,77,7,0,84,0,0,92%,8%,100%,0%,0%,0%,
2015-16,Commonwealth Community Development Academy,District,82919,Teacher,8,5,1,1,6,2,1,63%,13%,75%,13%,25%,13%,
2015-16,Comstock Park Public Schools,District,41080,Teacher,131,2,128,1,130,1,0,2%,98%,99%,1%,1%,0%,
2015-16,Comstock Public Schools,District,39030,Teacher,134,65,61,7,126,8,1,49%,46%,94%,5%,6%,1%,
2015-16,Concord Academy - Petoskey,District,24901,Teacher,16,4,11,1,15,1,0,25%,69%,94%,6%,6%,0%,
2015-16,Concord Academy - Boyne,District,15901,Teacher,18,5,13,0,18,0,0,28%,72%,100%,0%,0%,0%,
2015-16,Concord Community Schools,District,38080,Teacher,41,20,21,0,41,0,0,49%,51%,100%,0%,0%,0%,
2015-16,Global Preparatory Academy,District,50904,Teacher,17,0,17,0,17,0,0,0%,100%,100%,0%,0%,0%,
2015-16,Conner Creek Academy East,District,50902,Teacher,56,39,15,2,54,2,0,70%,27%,96%,4%,4%,0%,
2015-16,Constantine Public School District,District,75050,Teacher,97,3,86,6,89,8,2,3%,89%,92%,6%,8%,2%,
2015-16,Coopersville Area Public School District,District,70120,Teacher,158,36,122,0,158,0,0,23%,77%,100%,0%,0%,0%,
2015-16,Corunna Public Schools,District,78100,Teacher,105,14,91,0,105,0,0,13%,87%,100%,0%,0%,0%,
2015-16,Countryside Academy,District,11901,Teacher,41,4,37,0,41,0,0,10%,90%,100%,0%,0%,0%,
